ID,Predict,score_range,bad_probability,label
a22622,0,unknown,0.5,unknown
a22639,0,unknown,0.5,unknown
a22642,0,unknown,0.5,unknown
a22644,0,unknown,0.5,unknown
a22648,0,unknown,0.5,unknown
a22650,0,unknown,0.5,unknown
a22651,0,unknown,0.5,unknown
a22652,0,unknown,0.5,unknown
a22653,0,unknown,0.5,unknown
a22662,0,unknown,0.5,unknown
a22666,0,unknown,0.5,unknown
a22667,0,unknown,0.5,unknown
a22673,0,unknown,0.5,unknown
a22675,0,unknown,0.5,unknown
a22682,0,unknown,0.5,unknown
a22687,0,unknown,0.5,unknown
a22689,0,unknown,0.5,unknown
a22713,0,unknown,0.5,unknown
a22718,0,unknown,0.5,unknown
a22724,0,unknown,0.5,unknown
a22725,0,unknown,0.5,unknown
a22733,0,unknown,0.5,unknown
a22736,0,unknown,0.5,unknown
a22737,0,unknown,0.5,unknown
a22739,0,unknown,0.5,unknown
a22740,0,unknown,0.5,unknown
a22741,0,unknown,0.5,unknown
a22743,0,unknown,0.5,unknown
a22745,0,unknown,0.5,unknown
a22749,0,unknown,0.5,unknown
a22752,0,unknown,0.5,unknown
a22761,0,unknown,0.5,unknown
a22763,0,unknown,0.5,unknown
a22773,0,unknown,0.5,unknown
a22778,0,unknown,0.5,unknown
a22782,0,unknown,0.5,unknown
a22785,0,unknown,0.5,unknown
a22788,0,unknown,0.5,unknown
a22791,0,unknown,0.5,unknown
a22797,0,unknown,0.5,unknown
a22799,0,unknown,0.5,unknown
a22803,0,unknown,0.5,unknown
a22806,0,unknown,0.5,unknown
a22807,0,unknown,0.5,unknown
a22812,0,unknown,0.5,unknown
a22813,0,unknown,0.5,unknown
a22814,0,unknown,0.5,unknown
a22827,0,unknown,0.5,unknown
a22835,0,unknown,0.5,unknown
a22840,0,unknown,0.5,unknown
a22841,0,unknown,0.5,unknown
a22843,0,unknown,0.5,unknown
a22845,0,unknown,0.5,unknown
a22851,0,unknown,0.5,unknown
a22853,0,unknown,0.5,unknown
a22855,0,unknown,0.5,unknown
a22859,0,unknown,0.5,unknown
a22860,0,unknown,0.5,unknown
a22882,0,unknown,0.5,unknown
a22883,0,unknown,0.5,unknown
a22885,0,unknown,0.5,unknown
a22889,0,unknown,0.5,unknown
a22891,0,unknown,0.5,unknown
a22900,0,unknown,0.5,unknown
a22908,0,unknown,0.5,unknown
a22912,0,unknown,0.5,unknown
a22921,0,unknown,0.5,unknown
a22942,0,unknown,0.5,unknown
a22943,0,unknown,0.5,unknown
a22944,0,unknown,0.5,unknown
a22945,0,unknown,0.5,unknown
a22969,0,unknown,0.5,unknown
a22971,0,unknown,0.5,unknown
a22973,0,unknown,0.5,unknown
a22974,0,unknown,0.5,unknown
a22984,0,unknown,0.5,unknown
a23000,0,unknown,0.5,unknown
a23005,0,unknown,0.5,unknown
a23014,0,unknown,0.5,unknown
a23018,0,unknown,0.5,unknown
a23023,0,unknown,0.5,unknown
a23024,0,unknown,0.5,unknown
a23027,0,unknown,0.5,unknown
a23034,0,unknown,0.5,unknown
a23040,0,unknown,0.5,unknown
a23042,0,unknown,0.5,unknown
a23078,0,unknown,0.5,unknown
a23079,0,unknown,0.5,unknown
a23080,0,unknown,0.5,unknown
a23084,0,unknown,0.5,unknown
a23088,0,unknown,0.5,unknown
a23093,0,unknown,0.5,unknown
a23096,0,unknown,0.5,unknown
a23100,0,unknown,0.5,unknown
a23102,0,unknown,0.5,unknown
a23108,0,unknown,0.5,unknown
a23118,0,unknown,0.5,unknown
a23120,0,unknown,0.5,unknown
a23125,0,unknown,0.5,unknown
a23130,0,unknown,0.5,unknown
a23132,0,unknown,0.5,unknown
a23147,0,unknown,0.5,unknown
a23151,0,unknown,0.5,unknown
a23152,0,unknown,0.5,unknown
a23160,0,unknown,0.5,unknown
a23177,0,unknown,0.5,unknown
a23186,0,unknown,0.5,unknown
a23206,0,unknown,0.5,unknown
a23207,0,unknown,0.5,unknown
a23208,0,unknown,0.5,unknown
a23209,0,unknown,0.5,unknown
a23222,0,unknown,0.5,unknown
a23232,0,unknown,0.5,unknown
a23237,0,unknown,0.5,unknown
a23244,0,unknown,0.5,unknown
a23264,0,unknown,0.5,unknown
a23271,0,unknown,0.5,unknown
a23274,0,unknown,0.5,unknown
a23276,0,unknown,0.5,unknown
a23279,0,unknown,0.5,unknown
a23285,0,unknown,0.5,unknown
a23286,0,unknown,0.5,unknown
a23291,0,unknown,0.5,unknown
a23293,0,unknown,0.5,unknown
a23300,0,unknown,0.5,unknown
a23305,0,unknown,0.5,unknown
a23314,0,unknown,0.5,unknown
a23315,0,unknown,0.5,unknown
a23334,0,unknown,0.5,unknown
a23336,0,unknown,0.5,unknown
a23339,0,unknown,0.5,unknown
a23345,0,unknown,0.5,unknown
a23369,0,unknown,0.5,unknown
a23380,0,unknown,0.5,unknown
a23392,0,unknown,0.5,unknown
a23393,0,unknown,0.5,unknown
a23396,0,unknown,0.5,unknown
a23401,0,unknown,0.5,unknown
a23409,0,unknown,0.5,unknown
a23419,0,unknown,0.5,unknown
a23422,0,unknown,0.5,unknown
a23423,0,unknown,0.5,unknown
a23424,0,unknown,0.5,unknown
a23425,0,unknown,0.5,unknown
a23426,0,unknown,0.5,unknown
a23437,0,unknown,0.5,unknown
a23442,0,unknown,0.5,unknown
a23443,0,unknown,0.5,unknown
a23454,0,unknown,0.5,unknown
a23455,0,unknown,0.5,unknown
a23456,0,unknown,0.5,unknown
a23460,0,unknown,0.5,unknown
a23464,0,unknown,0.5,unknown
a23474,0,unknown,0.5,unknown
a23477,0,unknown,0.5,unknown
a23478,0,unknown,0.5,unknown
a23480,0,unknown,0.5,unknown
a23486,0,unknown,0.5,unknown
a23493,0,unknown,0.5,unknown
a23495,0,unknown,0.5,unknown
a23499,0,unknown,0.5,unknown
a23514,0,unknown,0.5,unknown
a23517,0,unknown,0.5,unknown
a23526,0,unknown,0.5,unknown
a23529,0,unknown,0.5,unknown
a23530,0,unknown,0.5,unknown
a23537,0,unknown,0.5,unknown
a23543,0,unknown,0.5,unknown
a23544,0,unknown,0.5,unknown
a23546,0,unknown,0.5,unknown
a23548,0,unknown,0.5,unknown
a23554,0,unknown,0.5,unknown
a23562,0,unknown,0.5,unknown
a23564,0,unknown,0.5,unknown
a23565,0,unknown,0.5,unknown
a23571,0,unknown,0.5,unknown
a23579,0,unknown,0.5,unknown
a23586,0,unknown,0.5,unknown
a23590,0,unknown,0.5,unknown
a23594,0,unknown,0.5,unknown
a23614,0,unknown,0.5,unknown
a23623,0,unknown,0.5,unknown
a23624,0,unknown,0.5,unknown
a23628,0,unknown,0.5,unknown
a23660,0,unknown,0.5,unknown
a23664,0,unknown,0.5,unknown
a23665,0,unknown,0.5,unknown
a23666,0,unknown,0.5,unknown
a23671,0,unknown,0.5,unknown
a23673,0,unknown,0.5,unknown
a23680,0,unknown,0.5,unknown
a23683,0,unknown,0.5,unknown
a23700,0,unknown,0.5,unknown
a23703,0,unknown,0.5,unknown
a23711,0,unknown,0.5,unknown
a23713,0,unknown,0.5,unknown
a23720,0,unknown,0.5,unknown
a23725,0,unknown,0.5,unknown
a23726,0,unknown,0.5,unknown
a23731,0,unknown,0.5,unknown
a23743,0,unknown,0.5,unknown
a23746,0,unknown,0.5,unknown
a23753,0,unknown,0.5,unknown
a23757,0,unknown,0.5,unknown
a23769,0,unknown,0.5,unknown
a23773,0,unknown,0.5,unknown
a23780,0,unknown,0.5,unknown
a23787,0,unknown,0.5,unknown
a23791,0,unknown,0.5,unknown
a23792,0,unknown,0.5,unknown
a23794,0,unknown,0.5,unknown
a23795,0,unknown,0.5,unknown
a23805,0,unknown,0.5,unknown
a23812,0,unknown,0.5,unknown
a23813,0,unknown,0.5,unknown
a23821,0,unknown,0.5,unknown
a23822,0,unknown,0.5,unknown
a23823,0,unknown,0.5,unknown
a23829,0,unknown,0.5,unknown
a23843,0,unknown,0.5,unknown
a23850,0,unknown,0.5,unknown
a23859,0,unknown,0.5,unknown
a23860,0,unknown,0.5,unknown
a23865,0,unknown,0.5,unknown
a23869,0,unknown,0.5,unknown
a23877,0,unknown,0.5,unknown
a23881,0,unknown,0.5,unknown
a23883,0,unknown,0.5,unknown
a23892,0,unknown,0.5,unknown
a23903,0,unknown,0.5,unknown
a23911,0,unknown,0.5,unknown
a23923,0,unknown,0.5,unknown
a23929,0,unknown,0.5,unknown
a23931,0,unknown,0.5,unknown
a23932,0,unknown,0.5,unknown
a23934,0,unknown,0.5,unknown
a23936,0,unknown,0.5,unknown
a23937,0,unknown,0.5,unknown
a23941,0,unknown,0.5,unknown
a23946,0,unknown,0.5,unknown
a23959,0,unknown,0.5,unknown
a23960,0,unknown,0.5,unknown
a23966,0,unknown,0.5,unknown
a23967,0,unknown,0.5,unknown
a23972,0,unknown,0.5,unknown
a23974,0,unknown,0.5,unknown
a23980,0,unknown,0.5,unknown
a23994,0,unknown,0.5,unknown
a24007,0,unknown,0.5,unknown
a24008,0,unknown,0.5,unknown
a24010,0,unknown,0.5,unknown
a24013,0,unknown,0.5,unknown
a24017,0,unknown,0.5,unknown
a24027,0,unknown,0.5,unknown
a24029,0,unknown,0.5,unknown
a24033,0,unknown,0.5,unknown
a24046,0,unknown,0.5,unknown
a24050,0,unknown,0.5,unknown
a24052,0,unknown,0.5,unknown
a24056,0,unknown,0.5,unknown
a24057,0,unknown,0.5,unknown
a24060,0,unknown,0.5,unknown
a24064,0,unknown,0.5,unknown
a24079,0,unknown,0.5,unknown
a24085,0,unknown,0.5,unknown
a24086,0,unknown,0.5,unknown
a24087,0,unknown,0.5,unknown
a24090,0,unknown,0.5,unknown
a24091,0,unknown,0.5,unknown
a24092,0,unknown,0.5,unknown
a24095,0,unknown,0.5,unknown
a24105,0,unknown,0.5,unknown
a24106,0,unknown,0.5,unknown
a24110,0,unknown,0.5,unknown
a24126,0,unknown,0.5,unknown
a24127,0,unknown,0.5,unknown
a24136,0,unknown,0.5,unknown
a24139,0,unknown,0.5,unknown
a24140,0,unknown,0.5,unknown
a24141,0,unknown,0.5,unknown
a24153,0,unknown,0.5,unknown
a24154,0,unknown,0.5,unknown
a24159,0,unknown,0.5,unknown
a24161,0,unknown,0.5,unknown
a24162,0,unknown,0.5,unknown
a24166,0,unknown,0.5,unknown
a24175,0,unknown,0.5,unknown
a24179,0,unknown,0.5,unknown
a24185,0,unknown,0.5,unknown
a24187,0,unknown,0.5,unknown
a24204,0,unknown,0.5,unknown
a24206,0,unknown,0.5,unknown
a24208,0,unknown,0.5,unknown
a24220,0,unknown,0.5,unknown
a24221,0,unknown,0.5,unknown
a24224,0,unknown,0.5,unknown
a24226,0,unknown,0.5,unknown
a24243,0,unknown,0.5,unknown
a24247,0,unknown,0.5,unknown
a24259,0,unknown,0.5,unknown
a24260,0,unknown,0.5,unknown
a24266,0,unknown,0.5,unknown
a24274,0,unknown,0.5,unknown
a24276,0,unknown,0.5,unknown
a24283,0,unknown,0.5,unknown
a24288,0,unknown,0.5,unknown
a24291,0,unknown,0.5,unknown
a24293,0,unknown,0.5,unknown
a24296,0,unknown,0.5,unknown
a24301,0,unknown,0.5,unknown
a24305,0,unknown,0.5,unknown
a24312,0,unknown,0.5,unknown
a24315,0,unknown,0.5,unknown
a24319,0,unknown,0.5,unknown
a24339,0,unknown,0.5,unknown
a24343,0,unknown,0.5,unknown
a24346,0,unknown,0.5,unknown
a24351,0,unknown,0.5,unknown
a24368,0,unknown,0.5,unknown
a24372,0,unknown,0.5,unknown
a24383,0,unknown,0.5,unknown
a24387,0,unknown,0.5,unknown
a24406,0,unknown,0.5,unknown
a24407,0,unknown,0.5,unknown
a24408,0,unknown,0.5,unknown
a24411,0,unknown,0.5,unknown
a24419,0,unknown,0.5,unknown
a24421,0,unknown,0.5,unknown
a24422,0,unknown,0.5,unknown
a24424,0,unknown,0.5,unknown
a24430,0,unknown,0.5,unknown
a24435,0,unknown,0.5,unknown
a24442,0,unknown,0.5,unknown
a24448,0,unknown,0.5,unknown
a24450,0,unknown,0.5,unknown
a24451,0,unknown,0.5,unknown
a24458,0,unknown,0.5,unknown
a24459,0,unknown,0.5,unknown
a24464,0,unknown,0.5,unknown
a24465,0,unknown,0.5,unknown
a24469,0,unknown,0.5,unknown
a24477,0,unknown,0.5,unknown
a24479,0,unknown,0.5,unknown
a24483,0,unknown,0.5,unknown
a24484,0,unknown,0.5,unknown
a24497,0,unknown,0.5,unknown
a24502,0,unknown,0.5,unknown
a24503,0,unknown,0.5,unknown
a24504,0,unknown,0.5,unknown
a24517,0,unknown,0.5,unknown
a24520,0,unknown,0.5,unknown
a24522,0,unknown,0.5,unknown
a24528,0,unknown,0.5,unknown
a24531,0,unknown,0.5,unknown
a24548,0,unknown,0.5,unknown
a24553,0,unknown,0.5,unknown
a24554,0,unknown,0.5,unknown
a24555,0,unknown,0.5,unknown
a24558,0,unknown,0.5,unknown
a24565,0,unknown,0.5,unknown
a24567,0,unknown,0.5,unknown
a24585,0,unknown,0.5,unknown
a24596,0,unknown,0.5,unknown
a24597,0,unknown,0.5,unknown
a24606,0,unknown,0.5,unknown
a24623,0,unknown,0.5,unknown
a24636,0,unknown,0.5,unknown
a24650,0,unknown,0.5,unknown
a24652,0,unknown,0.5,unknown
a24666,0,unknown,0.5,unknown
a24668,0,unknown,0.5,unknown
a24670,0,unknown,0.5,unknown
a24681,0,unknown,0.5,unknown
a24691,0,unknown,0.5,unknown
a24696,0,unknown,0.5,unknown
a24698,0,unknown,0.5,unknown
a24701,0,unknown,0.5,unknown
a24707,0,unknown,0.5,unknown
a24714,0,unknown,0.5,unknown
a24725,0,unknown,0.5,unknown
a24730,0,unknown,0.5,unknown
a24734,0,unknown,0.5,unknown
a24742,0,unknown,0.5,unknown
a24753,0,unknown,0.5,unknown
a24757,0,unknown,0.5,unknown
a24758,0,unknown,0.5,unknown
a24761,0,unknown,0.5,unknown
a24766,0,unknown,0.5,unknown
a24768,0,unknown,0.5,unknown
a24775,0,unknown,0.5,unknown
a24780,0,unknown,0.5,unknown
a24784,0,unknown,0.5,unknown
a24785,0,unknown,0.5,unknown
a24787,0,unknown,0.5,unknown
a24792,0,unknown,0.5,unknown
a24795,0,unknown,0.5,unknown
a24797,0,unknown,0.5,unknown
a24811,0,unknown,0.5,unknown
a24816,0,unknown,0.5,unknown
a24824,0,unknown,0.5,unknown
a24834,0,unknown,0.5,unknown
a24838,0,unknown,0.5,unknown
a24851,0,unknown,0.5,unknown
a24861,0,unknown,0.5,unknown
a24867,0,unknown,0.5,unknown
a24870,0,unknown,0.5,unknown
a24877,0,unknown,0.5,unknown
a24879,0,unknown,0.5,unknown
a24883,0,unknown,0.5,unknown
a24887,0,unknown,0.5,unknown
a24890,0,unknown,0.5,unknown
a24892,0,unknown,0.5,unknown
a24911,0,unknown,0.5,unknown
a24912,0,unknown,0.5,unknown
a24920,0,unknown,0.5,unknown
a24939,0,unknown,0.5,unknown
a24948,0,unknown,0.5,unknown
a24955,0,unknown,0.5,unknown
a24956,0,unknown,0.5,unknown
a24961,0,unknown,0.5,unknown
a24963,0,unknown,0.5,unknown
a24971,0,unknown,0.5,unknown
a24973,0,unknown,0.5,unknown
a24975,0,unknown,0.5,unknown
a24986,0,unknown,0.5,unknown
a24994,0,unknown,0.5,unknown
a24998,0,unknown,0.5,unknown
a25022,0,unknown,0.5,unknown
a25026,0,unknown,0.5,unknown
a25028,0,unknown,0.5,unknown
a25029,0,unknown,0.5,unknown
a25031,0,unknown,0.5,unknown
a25035,0,unknown,0.5,unknown
a25037,0,unknown,0.5,unknown
a25045,0,unknown,0.5,unknown
a25046,0,unknown,0.5,unknown
a25059,0,unknown,0.5,unknown
a25060,0,unknown,0.5,unknown
a25065,0,unknown,0.5,unknown
a25067,0,unknown,0.5,unknown
a25068,0,unknown,0.5,unknown
a25073,0,unknown,0.5,unknown
a25080,0,unknown,0.5,unknown
a25086,0,unknown,0.5,unknown
a25096,0,unknown,0.5,unknown
a25097,0,unknown,0.5,unknown
a25100,0,unknown,0.5,unknown
a25101,0,unknown,0.5,unknown
a25102,0,unknown,0.5,unknown
a25107,0,unknown,0.5,unknown
a25115,0,unknown,0.5,unknown
a25118,0,unknown,0.5,unknown
a25120,0,unknown,0.5,unknown
a25123,0,unknown,0.5,unknown
a25125,0,unknown,0.5,unknown
a25130,0,unknown,0.5,unknown
a25133,0,unknown,0.5,unknown
a25136,0,unknown,0.5,unknown
a25142,0,unknown,0.5,unknown
a25149,0,unknown,0.5,unknown
a25153,0,unknown,0.5,unknown
a25163,0,unknown,0.5,unknown
a25172,0,unknown,0.5,unknown
a25180,0,unknown,0.5,unknown
a25184,0,unknown,0.5,unknown
a25192,0,unknown,0.5,unknown
a25194,0,unknown,0.5,unknown
a25198,0,unknown,0.5,unknown
a25205,0,unknown,0.5,unknown
a25206,0,unknown,0.5,unknown
a25210,0,unknown,0.5,unknown
a25217,0,unknown,0.5,unknown
a25219,0,unknown,0.5,unknown
a25223,0,unknown,0.5,unknown
a25224,0,unknown,0.5,unknown
a25227,0,unknown,0.5,unknown
a25231,0,unknown,0.5,unknown
a25258,0,unknown,0.5,unknown
a25259,0,unknown,0.5,unknown
a25260,0,unknown,0.5,unknown
a25261,0,unknown,0.5,unknown
a25264,0,unknown,0.5,unknown
a25270,0,unknown,0.5,unknown
a25279,0,unknown,0.5,unknown
a25280,0,unknown,0.5,unknown
a25286,0,unknown,0.5,unknown
a25288,0,unknown,0.5,unknown
a25294,0,unknown,0.5,unknown
a25299,0,unknown,0.5,unknown
a25309,0,unknown,0.5,unknown
a25318,0,unknown,0.5,unknown
a25319,0,unknown,0.5,unknown
a25321,0,unknown,0.5,unknown
a25332,0,unknown,0.5,unknown
a25362,0,unknown,0.5,unknown
a25365,0,unknown,0.5,unknown
a25368,0,unknown,0.5,unknown
a25375,0,unknown,0.5,unknown
a25376,0,unknown,0.5,unknown
a25380,0,unknown,0.5,unknown
a25387,0,unknown,0.5,unknown
a25397,0,unknown,0.5,unknown
a25398,0,unknown,0.5,unknown
a25399,0,unknown,0.5,unknown
a25402,0,unknown,0.5,unknown
a25408,0,unknown,0.5,unknown
a25422,0,unknown,0.5,unknown
a25433,0,unknown,0.5,unknown
a25437,0,unknown,0.5,unknown
a25438,0,unknown,0.5,unknown
a25448,0,unknown,0.5,unknown
a25449,0,unknown,0.5,unknown
a25458,0,unknown,0.5,unknown
a25459,0,unknown,0.5,unknown
a25469,0,unknown,0.5,unknown
a25474,0,unknown,0.5,unknown
a25482,0,unknown,0.5,unknown
a25487,0,unknown,0.5,unknown
a25495,0,unknown,0.5,unknown
a25512,0,unknown,0.5,unknown
a25513,0,unknown,0.5,unknown
a25518,0,unknown,0.5,unknown
a25524,0,unknown,0.5,unknown
a25533,0,unknown,0.5,unknown
a25536,0,unknown,0.5,unknown
a25538,0,unknown,0.5,unknown
a25542,0,unknown,0.5,unknown
a25543,0,unknown,0.5,unknown
a25547,0,unknown,0.5,unknown
a25561,0,unknown,0.5,unknown
a25562,0,unknown,0.5,unknown
a25563,0,unknown,0.5,unknown
a25572,0,unknown,0.5,unknown
a25573,0,unknown,0.5,unknown
a25578,0,unknown,0.5,unknown
a25579,0,unknown,0.5,unknown
a25588,0,unknown,0.5,unknown
a25592,0,unknown,0.5,unknown
a25599,0,unknown,0.5,unknown
a25604,0,unknown,0.5,unknown
a25608,0,unknown,0.5,unknown
a25609,0,unknown,0.5,unknown
a25611,0,unknown,0.5,unknown
a25618,0,unknown,0.5,unknown
a25619,0,unknown,0.5,unknown
a25620,0,unknown,0.5,unknown
a25625,0,unknown,0.5,unknown
a25631,0,unknown,0.5,unknown
a25634,0,unknown,0.5,unknown
a25643,0,unknown,0.5,unknown
a25644,0,unknown,0.5,unknown
a25650,0,unknown,0.5,unknown
a25654,0,unknown,0.5,unknown
a25656,0,unknown,0.5,unknown
a25657,0,unknown,0.5,unknown
a25659,0,unknown,0.5,unknown
a25668,0,unknown,0.5,unknown
a25670,0,unknown,0.5,unknown
a25692,0,unknown,0.5,unknown
a25696,0,unknown,0.5,unknown
a25697,0,unknown,0.5,unknown
a25700,0,unknown,0.5,unknown
a25705,0,unknown,0.5,unknown
a25706,0,unknown,0.5,unknown
a25707,0,unknown,0.5,unknown
a25722,0,unknown,0.5,unknown
a25725,0,unknown,0.5,unknown
a25737,0,unknown,0.5,unknown
a25743,0,unknown,0.5,unknown
a25755,0,unknown,0.5,unknown
a25761,0,unknown,0.5,unknown
a25763,0,unknown,0.5,unknown
a25765,0,unknown,0.5,unknown
a25777,0,unknown,0.5,unknown
a25785,0,unknown,0.5,unknown
a25789,0,unknown,0.5,unknown
a25792,0,unknown,0.5,unknown
a25799,0,unknown,0.5,unknown
a25803,0,unknown,0.5,unknown
a25804,0,unknown,0.5,unknown
a25817,0,unknown,0.5,unknown
a25825,0,unknown,0.5,unknown
a25830,0,unknown,0.5,unknown
a25839,0,unknown,0.5,unknown
a25844,0,unknown,0.5,unknown
a25860,0,unknown,0.5,unknown
a25865,0,unknown,0.5,unknown
a25886,0,unknown,0.5,unknown
a25888,0,unknown,0.5,unknown
a25889,0,unknown,0.5,unknown
a25893,0,unknown,0.5,unknown
a25894,0,unknown,0.5,unknown
a25898,0,unknown,0.5,unknown
a25899,0,unknown,0.5,unknown
a25901,0,unknown,0.5,unknown
a25902,0,unknown,0.5,unknown
a25903,0,unknown,0.5,unknown
a25905,0,unknown,0.5,unknown
a25922,0,unknown,0.5,unknown
a25929,0,unknown,0.5,unknown
a25936,0,unknown,0.5,unknown
a25952,0,unknown,0.5,unknown
a25956,0,unknown,0.5,unknown
a25957,0,unknown,0.5,unknown
a25963,0,unknown,0.5,unknown
a25969,0,unknown,0.5,unknown
a25970,0,unknown,0.5,unknown
a25976,0,unknown,0.5,unknown
a25983,0,unknown,0.5,unknown
a25989,0,unknown,0.5,unknown
a25998,0,unknown,0.5,unknown
a26014,0,unknown,0.5,unknown
a26019,0,unknown,0.5,unknown
a26020,0,unknown,0.5,unknown
a26025,0,unknown,0.5,unknown
a26028,0,unknown,0.5,unknown
a26040,0,unknown,0.5,unknown
a26043,0,unknown,0.5,unknown
a26054,0,unknown,0.5,unknown
a26055,0,unknown,0.5,unknown
a26070,0,unknown,0.5,unknown
a26073,0,unknown,0.5,unknown
a26080,0,unknown,0.5,unknown
a26081,0,unknown,0.5,unknown
a26086,0,unknown,0.5,unknown
a26088,0,unknown,0.5,unknown
a26091,0,unknown,0.5,unknown
a26096,0,unknown,0.5,unknown
a26097,0,unknown,0.5,unknown
a26099,0,unknown,0.5,unknown
a26101,0,unknown,0.5,unknown
a26103,0,unknown,0.5,unknown
a26107,0,unknown,0.5,unknown
a26110,0,unknown,0.5,unknown
a26111,0,unknown,0.5,unknown
a26112,0,unknown,0.5,unknown
a26125,0,unknown,0.5,unknown
a26130,0,unknown,0.5,unknown
a26131,0,unknown,0.5,unknown
a26132,0,unknown,0.5,unknown
a26142,0,unknown,0.5,unknown
a26143,0,unknown,0.5,unknown
a26152,0,unknown,0.5,unknown
a26171,0,unknown,0.5,unknown
a26172,0,unknown,0.5,unknown
a26185,0,unknown,0.5,unknown
a26193,0,unknown,0.5,unknown
a26194,0,unknown,0.5,unknown
a26217,0,unknown,0.5,unknown
a26218,0,unknown,0.5,unknown
a26220,0,unknown,0.5,unknown
a26221,0,unknown,0.5,unknown
a26231,0,unknown,0.5,unknown
a26232,0,unknown,0.5,unknown
a26239,0,unknown,0.5,unknown
a26243,0,unknown,0.5,unknown
a26244,0,unknown,0.5,unknown
a26245,0,unknown,0.5,unknown
a26247,0,unknown,0.5,unknown
a26249,0,unknown,0.5,unknown
a26250,0,unknown,0.5,unknown
a26278,0,unknown,0.5,unknown
a26286,0,unknown,0.5,unknown
a26289,0,unknown,0.5,unknown
a26293,0,unknown,0.5,unknown
a26297,0,unknown,0.5,unknown
a26298,0,unknown,0.5,unknown
a26326,0,unknown,0.5,unknown
a26327,0,unknown,0.5,unknown
a26329,0,unknown,0.5,unknown
a26330,0,unknown,0.5,unknown
a26331,0,unknown,0.5,unknown
a26334,0,unknown,0.5,unknown
a26340,0,unknown,0.5,unknown
a26341,0,unknown,0.5,unknown
a26345,0,unknown,0.5,unknown
a26346,0,unknown,0.5,unknown
a26355,0,unknown,0.5,unknown
a26358,0,unknown,0.5,unknown
a26366,0,unknown,0.5,unknown
a26367,0,unknown,0.5,unknown
a26368,0,unknown,0.5,unknown
a26369,0,unknown,0.5,unknown
a26375,0,unknown,0.5,unknown
a26384,0,unknown,0.5,unknown
a26400,0,unknown,0.5,unknown
a26413,0,unknown,0.5,unknown
a26414,0,unknown,0.5,unknown
a26415,0,unknown,0.5,unknown
a26420,0,unknown,0.5,unknown
a26422,0,unknown,0.5,unknown
a26435,0,unknown,0.5,unknown
a26438,0,unknown,0.5,unknown
a26442,0,unknown,0.5,unknown
a26451,0,unknown,0.5,unknown
a26469,0,unknown,0.5,unknown
a26470,0,unknown,0.5,unknown
a26471,0,unknown,0.5,unknown
a26476,0,unknown,0.5,unknown
a26480,0,unknown,0.5,unknown
a26482,0,unknown,0.5,unknown
a26495,0,unknown,0.5,unknown
a26500,0,unknown,0.5,unknown
a26502,0,unknown,0.5,unknown
a26510,0,unknown,0.5,unknown
a26511,0,unknown,0.5,unknown
a26513,0,unknown,0.5,unknown
a26523,0,unknown,0.5,unknown
a26525,0,unknown,0.5,unknown
a26526,0,unknown,0.5,unknown
a26530,0,unknown,0.5,unknown
a26534,0,unknown,0.5,unknown
a26545,0,unknown,0.5,unknown
a26551,0,unknown,0.5,unknown
a26560,0,unknown,0.5,unknown
a26563,0,unknown,0.5,unknown
a26566,0,unknown,0.5,unknown
a26568,0,unknown,0.5,unknown
a26571,0,unknown,0.5,unknown
a26576,0,unknown,0.5,unknown
a26580,0,unknown,0.5,unknown
a26582,0,unknown,0.5,unknown
a26583,0,unknown,0.5,unknown
a26591,0,unknown,0.5,unknown
a26597,0,unknown,0.5,unknown
a26600,0,unknown,0.5,unknown
a26601,0,unknown,0.5,unknown
a26605,0,unknown,0.5,unknown
a26609,0,unknown,0.5,unknown
a26611,0,unknown,0.5,unknown
a26614,0,unknown,0.5,unknown
a26616,0,unknown,0.5,unknown
a26619,0,unknown,0.5,unknown
a26624,0,unknown,0.5,unknown
a26625,0,unknown,0.5,unknown
a26626,0,unknown,0.5,unknown
a26631,0,unknown,0.5,unknown
a26644,0,unknown,0.5,unknown
a26646,0,unknown,0.5,unknown
a26649,0,unknown,0.5,unknown
a26650,0,unknown,0.5,unknown
a26652,0,unknown,0.5,unknown
a26660,0,unknown,0.5,unknown
a26664,0,unknown,0.5,unknown
a26665,0,unknown,0.5,unknown
a26670,0,unknown,0.5,unknown
a26672,0,unknown,0.5,unknown
a26673,0,unknown,0.5,unknown
a26678,0,unknown,0.5,unknown
a26682,0,unknown,0.5,unknown
a26687,0,unknown,0.5,unknown
a26690,0,unknown,0.5,unknown
a26692,0,unknown,0.5,unknown
a26701,0,unknown,0.5,unknown
a26708,0,unknown,0.5,unknown
a26716,0,unknown,0.5,unknown
a26725,0,unknown,0.5,unknown
a26733,0,unknown,0.5,unknown
a26749,0,unknown,0.5,unknown
a26751,0,unknown,0.5,unknown
a26760,0,unknown,0.5,unknown
a26767,0,unknown,0.5,unknown
a26778,0,unknown,0.5,unknown
a26781,0,unknown,0.5,unknown
a26786,0,unknown,0.5,unknown
a26789,0,unknown,0.5,unknown
a26797,0,unknown,0.5,unknown
a26799,0,unknown,0.5,unknown
a26805,0,unknown,0.5,unknown
a26808,0,unknown,0.5,unknown
a26812,0,unknown,0.5,unknown
a26829,0,unknown,0.5,unknown
a26834,0,unknown,0.5,unknown
a26842,0,unknown,0.5,unknown
a26845,0,unknown,0.5,unknown
a26856,0,unknown,0.5,unknown
