account,interaction_category
a06651,A_in_B_in_B_out
a29561,B_in_B_out
a22215,B_in_B_out
a10951,B_in_B_out
a26481,B_in_B_out
a02918,A_out_B_in_B_out
a10939,B_in_B_out
a03339,A_out_B_in_B_out
a08488,A_in_B_in_B_out
a05679,B_in_B_out
a01459,B_in_B_out
a30155,B_in_B_out
a26239,A_out_B_in_B_out
a03861,A_in_B_in_B_out
a27943,B_in_B_out
a21109,B_in_B_out
a09585,A_out_B_in_B_out
a24652,B_in_B_out
a18199,A_in_B_in_B_out
a10229,B_in_B_out
a18920,A_in_B_in
a20317,A_in_B_in_B_out
a10489,B_in_B_out
a30767,B_in_B_out
a14276,A_in_B_in_B_out
a02728,B_in_B_out
a12589,A_in_A_out_B_in_B_out
a10102,B_in_B_out
a27368,A_in_A_out_B_in_B_out
a07502,A_in_B_in_B_out
a15121,A_in_B_in_B_out
a04589,A_in_B_in_B_out
a09916,A_in_A_out_B_in_B_out
a01619,A_out_B_in_B_out
a05295,A_in_B_in_B_out
a28332,A_in_A_out_B_in_B_out
a13087,A_in_B_in_B_out
a21610,A_in_A_out_B_in_B_out
a31170,B_in_B_out
a08703,A_out_B_in_B_out
a08314,A_in_B_in_B_out
a14190,A_out_B_in_B_out
a17020,B_in_B_out
a09102,B_in_B_out
a00256,A_in_B_in_B_out
a10899,A_in_B_in_B_out
a28624,A_in_B_in_B_out
a06343,A_in_A_out_B_in_B_out
a11738,A_out_B_in_B_out
a07150,B_in_B_out
a12315,B_in_B_out
a23897,A_out_B_in_B_out
a24323,A_in_B_in_B_out
a00094,B_in_B_out
a10932,B_in_B_out
a08308,A_in_A_out_B_in_B_out
a19875,A_in_B_in_B_out
a28413,A_out_B_in_B_out
a03804,A_out_B_in_B_out
a08533,B_in_B_out
a10353,B_out
a10825,B_in_B_out
a09205,A_out_B_in_B_out
a00908,B_in_B_out
a09366,A_out_B_in_B_out
a24392,B_in_B_out
a14826,B_in_B_out
a00311,A_in_A_out_B_in_B_out
a05612,B_in_B_out
a03999,B_in_B_out
a23803,A_in_B_in_B_out
a24396,A_in_B_in_B_out
a18323,A_in_B_in
a02761,A_in_B_in_B_out
a21522,B_in_B_out
a06368,A_in_A_out_B_in_B_out
a11654,B_in_B_out
a06914,B_in_B_out
a15394,A_in_A_out_B_in_B_out
a00237,A_out_B_in_B_out
a05528,A_in_A_out_B_in_B_out
a11546,A_in_B_in_B_out
a00818,A_in_A_out_B_in_B_out
a17000,A_in_B_in_B_out
a26028,A_in_A_out_B_in_B_out
a30447,B_in_B_out
a17395,A_out_B_in_B_out
a25158,A_in_B_in_B_out
a24020,A_in_B_in_B_out
a12571,B_in_B_out
a12694,B_in
a11245,A_in_B_in
a02029,B_in_B_out
a17799,A_out_B_in_B_out
a05263,B_in_B_out
a27026,B_in_B_out
a07319,B_in_B_out
a17909,A_out_B_in_B_out
a20171,A_out_B_in_B_out
a02487,A_in_A_out_B_in_B_out
a18627,A_in_A_out_B_in_B_out
a12815,B_in_B_out
a04113,B_in_B_out
a25531,A_in_A_out_B_in_B_out
a03810,B_in_B_out
a27212,B_in_B_out
a01428,A_in_A_out_B_in_B_out
a27466,B_in_B_out
a08625,A_in_A_out_B_in_B_out
a25611,A_in_A_out_B_in_B_out
a08107,A_in_B_in_B_out
a08518,B_in_B_out
a11170,A_out_B_in_B_out
a15836,B_out
a14947,B_in_B_out
a00137,B_in_B_out
a01287,A_in_B_in_B_out
a06788,A_in_A_out_B_in_B_out
a24269,A_in_B_in_B_out
a26777,A_in_B_in_B_out
a30103,A_in_B_in_B_out
a05731,B_in_B_out
a06443,A_in_B_in
a31154,B_in_B_out
a29340,B_in_B_out
a07778,A_in_B_in_B_out
a06604,B_in_B_out
a13664,B_in_B_out
a05119,A_out_B_in_B_out
a13336,A_in_B_in_B_out
a00362,A_out_B_in_B_out
a01076,B_in_B_out
a22356,B_in_B_out
a20110,B_in_B_out
a01753,A_in_B_in_B_out
a25629,B_in
a05462,A_in_A_out_B_in_B_out
a20204,B_in_B_out
a09033,A_in_B_in_B_out
a06804,A_out_B_in_B_out
a14154,B_in_B_out
a06739,B_in_B_out
a02460,B_in_B_out
a02045,B_in_B_out
a01176,A_in_A_out_B_in_B_out
a16218,A_out_B_in_B_out
a15707,A_in_B_in_B_out
a14848,A_in_A_out_B_in_B_out
a17567,B_in_B_out
a29972,B_in_B_out
a06434,A_in_B_in_B_out
a16949,A_in_B_in_B_out
a17923,A_out_B_in_B_out
a01276,A_in_A_out_B_in_B_out
a13744,A_in_A_out_B_in_B_out
a25729,A_in_A_out_B_in_B_out
a07490,A_in_B_in_B_out
a12648,A_in_B_in_B_out
a23865,B_in_B_out
a27521,A_in_B_in_B_out
a03682,A_in_B_in_B_out
a20658,A_in_B_in_B_out
a07851,B_in_B_out
a03537,B_in_B_out
a28043,A_in_A_out_B_in_B_out
a06031,B_in_B_out
a14204,B_in_B_out
a11466,A_in_B_in_B_out
a25982,A_in_A_out_B_in_B_out
a31280,B_in_B_out
a20051,A_in_B_in_B_out
a25853,A_in_A_out_B_in_B_out
a21715,A_out_B_in_B_out
a07395,A_in_A_out_B_in_B_out
a00701,A_in_A_out_B_in_B_out
a20981,A_in_B_in_B_out
a28471,A_out_B_in_B_out
a11566,B_in_B_out
a08099,B_in_B_out
a23549,B_in
a02983,B_in_B_out
a22881,A_in_B_in_B_out
a05411,B_in_B_out
a04593,B_in_B_out
a28466,A_in_B_in_B_out
a05933,B_in_B_out
a04499,A_in_B_in_B_out
a20487,A_in_A_out_B_in_B_out
a23569,A_in_A_out_B_in_B_out
a12721,B_in
a01691,B_in_B_out
a12783,A_in_B_in_B_out
a16186,B_in_B_out
a07115,A_in_B_in
a23420,A_in_B_in_B_out
a03695,B_in_B_out
a15334,A_in_A_out_B_in_B_out
a21859,A_in_B_in_B_out
a08902,B_in_B_out
a04671,B_in_B_out
a30745,A_in_A_out_B_in_B_out
a07912,A_in_B_in_B_out
a05532,A_in_A_out_B_in_B_out
a10910,B_in_B_out
a17066,A_in_A_out_B_in_B_out
a19711,A_in_A_out_B_in_B_out
a26738,B_in_B_out
a01908,A_out_B_in_B_out
a14142,A_out_B_in_B_out
a04340,A_in_A_out_B_in_B_out
a01807,A_in_B_in_B_out
a21895,A_in_B_in_B_out
a09776,A_in_B_in_B_out
a16475,B_in_B_out
a01804,A_in_B_in_B_out
a17407,B_in
a23087,A_out_B_in_B_out
a07209,B_in_B_out
a27652,B_in_B_out
a29690,A_in_A_out_B_in_B_out
a02079,A_in_B_in_B_out
a05349,B_in_B_out
a14203,B_in_B_out
a02243,B_in
a26476,A_in_B_in_B_out
a03199,A_in_A_out_B_in_B_out
a15097,A_in_A_out_B_in_B_out
a20396,A_in_A_out_B_in_B_out
a29650,B_in_B_out
a03912,A_in_B_in_B_out
a10915,B_in_B_out
a21435,A_out_B_in_B_out
a22507,B_in_B_out
a27836,A_in_B_in_B_out
a17592,A_in_B_in_B_out
a13059,A_in_B_in_B_out
a18556,A_in_A_out_B_in_B_out
a13335,B_in_B_out
a08147,B_in
a08089,B_in_B_out
a08875,A_in_B_in_B_out
a08411,A_out_B_in_B_out
a04766,A_in_B_in_B_out
a18320,A_in_B_in_B_out
a15272,B_in_B_out
a19801,A_in_A_out_B_in_B_out
a25662,B_in_B_out
a26317,B_out
a13383,A_in_A_out_B_in_B_out
a08471,A_in_A_out_B_in_B_out
a17264,B_in_B_out
a27300,A_in_B_in_B_out
a31060,B_in_B_out
a14434,A_in_B_in_B_out
a11185,A_in_A_out_B_in_B_out
a21983,B_in_B_out
a27286,A_out_B_in_B_out
a03195,B_in_B_out
a21514,A_in_B_in_B_out
a11349,B_in_B_out
a13970,B_in_B_out
a14995,A_out_B_in_B_out
a10183,A_in_B_in_B_out
a26639,A_in_A_out_B_in_B_out
a23427,A_in_B_in_B_out
a23672,A_in_B_in_B_out
a08802,B_in_B_out
a22456,B_in
a11760,A_in_A_out_B_in_B_out
a22204,A_out_B_in_B_out
a03963,B_in_B_out
a17136,A_in_B_in_B_out
a20409,A_in_B_in_B_out
a22415,A_in_B_in_B_out
a24056,A_out_B_in_B_out
a02758,B_in_B_out
a21960,B_in
a03738,B_in_B_out
a15094,A_in_A_out_B_in_B_out
a07974,B_in_B_out
a27928,B_in_B_out
a20359,A_in_B_in_B_out
a23949,A_in_B_in_B_out
a21853,B_in_B_out
a08154,B_in_B_out
a14444,A_in_B_in_B_out
a08621,B_in_B_out
a30675,A_in_B_in_B_out
a01857,A_in_B_in_B_out
a28827,A_in_B_in_B_out
a07143,B_in_B_out
a12796,B_in_B_out
a03183,A_in_A_out_B_in_B_out
a01752,B_in_B_out
a28357,A_in_A_out_B_in_B_out
a03287,B_in
a05345,A_in_A_out_B_in_B_out
a25321,B_in_B_out
a18441,B_in_B_out
a05788,A_in_B_in_B_out
a18925,B_in_B_out
a21957,B_in_B_out
a09563,B_in_B_out
a20299,B_in_B_out
a08119,A_out_B_in_B_out
a25462,A_in_B_in_B_out
a20726,B_in_B_out
a25004,A_in_B_in_B_out
a20870,A_out_B_in_B_out
a23511,A_in_B_in_B_out
a28851,B_in_B_out
a14640,B_in_B_out
a31145,B_in_B_out
a03607,B_in_B_out
a25535,A_in_B_in_B_out
a27882,A_in_B_in_B_out
a03219,B_in_B_out
a12491,B_in_B_out
a18957,B_in_B_out
a31361,A_in_A_out_B_in_B_out
a03530,B_in_B_out
a20419,A_in_B_in_B_out
a30342,B_in_B_out
a29571,B_in_B_out
a22639,B_in_B_out
a30634,A_in_A_out_B_in_B_out
a30208,B_in_B_out
a05935,A_out_B_in_B_out
a28863,B_in_B_out
a19826,A_out_B_in_B_out
a12759,A_in_B_in_B_out
a06258,A_in_B_in_B_out
a05271,B_in_B_out
a10347,A_out_B_in_B_out
a01724,A_out_B_in_B_out
a04659,B_in_B_out
a08584,B_in_B_out
a01546,B_in_B_out
a23499,A_in_B_in
a03370,B_in_B_out
a24961,B_in_B_out
a25191,B_in_B_out
a22635,B_in_B_out
a20710,A_out_B_in_B_out
a28488,B_in_B_out
a00413,B_in_B_out
a23019,A_out_B_in_B_out
a11688,A_in_B_in_B_out
a11098,B_in_B_out
a23700,B_in_B_out
a21824,A_in_B_in_B_out
a17436,A_in_A_out_B_in_B_out
a11462,B_in
a16933,B_in_B_out
a29922,B_in_B_out
a17583,A_in_B_in_B_out
a04856,A_in_B_in_B_out
a13547,B_in_B_out
a25085,B_in_B_out
a11716,A_in_A_out_B_in_B_out
a07303,A_out_B_in_B_out
a28514,A_in_B_in_B_out
a22643,A_out_B_in_B_out
a16304,B_in_B_out
a23413,A_in_A_out_B_in_B_out
a13610,B_in_B_out
a30275,A_in_A_out_B_in_B_out
a03850,A_in_B_in_B_out
a12701,A_out_B_in_B_out
a04708,A_in_B_in_B_out
a19737,B_in_B_out
a29313,A_in_A_out_B_in_B_out
a13164,A_in_A_out_B_in_B_out
a13695,A_out_B_in_B_out
a27311,B_in_B_out
a17534,A_in_B_in_B_out
a16607,A_in_A_out_B_in_B_out
a12547,B_in_B_out
a29464,A_out_B_in_B_out
a03065,B_in_B_out
a29232,B_in_B_out
a26753,A_in_B_in_B_out
a27358,A_in_A_out_B_in_B_out
a01201,A_in_A_out_B_in_B_out
a01006,B_in_B_out
a17994,B_in_B_out
a29404,A_out_B_in_B_out
a10108,A_out_B_in_B_out
a13825,B_in_B_out
a19653,A_in_B_in_B_out
a18548,B_in_B_out
a25469,B_in_B_out
a20625,B_in_B_out
a07149,A_in_B_in_B_out
a15728,B_in_B_out
a31261,B_in_B_out
a07453,A_in_A_out_B_in_B_out
a06432,B_in_B_out
a27958,B_in_B_out
a19662,B_in_B_out
a04739,A_in_B_in_B_out
a06356,B_in_B_out
a24219,A_out_B_in_B_out
a00812,B_in_B_out
a05163,A_in_A_out_B_in_B_out
a31281,A_out_B_in_B_out
a02982,A_out_B_in_B_out
a01018,A_in_A_out_B_in_B_out
a25825,A_out_B_in_B_out
a13817,A_in_B_in_B_out
a10317,B_in_B_out
a24164,A_in_A_out_B_in_B_out
a17130,B_in_B_out
a29988,B_in_B_out
a13535,A_in_A_out_B_in_B_out
a23589,A_in_B_in_B_out
a28271,A_in_B_in_B_out
a28958,B_in_B_out
a17146,A_in_A_out_B_in_B_out
a11181,B_in_B_out
a27456,A_in_A_out_B_in_B_out
a13090,B_in_B_out
a26465,A_in_B_in_B_out
a25581,B_in_B_out
a29433,A_in_A_out_B_in_B_out
a19814,A_in_A_out_B_in_B_out
a25372,B_in_B_out
a09100,B_in_B_out
a31360,B_in_B_out
a18774,A_in_B_in_B_out
a16494,A_in_B_in_B_out
a13339,B_in_B_out
a23825,B_in_B_out
a25639,A_in_B_in_B_out
a25591,A_in_A_out_B_in_B_out
a26174,A_in_B_in_B_out
a08677,A_in_B_in_B_out
a07093,B_in
a16592,B_in_B_out
a00795,B_in_B_out
a23382,B_in_B_out
a26512,A_in_A_out_B_in_B_out
a21413,A_in_B_in_B_out
a10396,B_in_B_out
a09758,A_in_A_out_B_in_B_out
a25516,B_in_B_out
a25328,A_in_B_in_B_out
a11396,A_in_A_out_B_in_B_out
a28219,B_in
a21789,A_out_B_in_B_out
a16141,A_in_B_in_B_out
a13536,A_in_A_out_B_in_B_out
a06814,A_in_B_in_B_out
a01574,B_in_B_out
a24899,A_out_B_in_B_out
a03331,A_in_B_in_B_out
a10468,A_in_B_in_B_out
a07260,B_in_B_out
a09539,A_out_B_in_B_out
a20776,B_in_B_out
a19530,B_in_B_out
a02625,B_in_B_out
a15907,A_out_B_in_B_out
a26799,A_in_B_in_B_out
a23780,A_in_B_in_B_out
a28611,B_in_B_out
a10877,B_in_B_out
a14582,B_in
a24448,B_in_B_out
a04455,A_in_B_in_B_out
a23550,A_out_B_in_B_out
a26113,A_out_B_in_B_out
a17226,B_in
a03312,A_in_B_in_B_out
a28162,B_in_B_out
a06494,A_in_B_in_B_out
a01507,B_in_B_out
a28905,A_in_B_in_B_out
a23767,B_in_B_out
a09723,A_in_B_in_B_out
a16342,A_out_B_in_B_out
a28987,A_in_A_out_B_in_B_out
a30912,B_in_B_out
a23439,A_in_B_in_B_out
a10202,B_in_B_out
a10225,A_in_A_out_B_in_B_out
a25311,B_in_B_out
a00019,A_out_B_in_B_out
a16823,A_in_B_in
a10130,A_out_B_in_B_out
a13790,A_in_B_in_B_out
a21513,B_in_B_out
a09859,B_in_B_out
a00732,B_in_B_out
a14489,A_out_B_in_B_out
a05837,A_in_A_out_B_in_B_out
a20738,A_in_A_out_B_in_B_out
a22704,B_in_B_out
a21725,A_in_B_in
a17200,B_in_B_out
a09507,A_in_A_out_B_in_B_out
a28627,A_out_B_in_B_out
a11345,A_in_B_in_B_out
a01288,A_in_B_in
a25841,A_in_A_out_B_in_B_out
a10796,A_in_A_out_B_in_B_out
a12000,A_in_B_in_B_out
a08079,A_in_B_in
a23329,A_out_B_in_B_out
a26839,A_in_B_in_B_out
a28389,A_in_B_in_B_out
a20736,A_in_B_in_B_out
a13148,B_in_B_out
a28503,B_in_B_out
a09267,A_out_B_in_B_out
a06608,A_in_B_in_B_out
a08042,A_out_B_in_B_out
a13860,B_in_B_out
a04960,B_in_B_out
a30303,A_in_A_out_B_in_B_out
a21087,A_out_B_in_B_out
a15280,A_out_B_in_B_out
a29185,A_in_B_in_B_out
a29417,B_out
a15211,A_in_A_out_B_in_B_out
a16097,A_out_B_in_B_out
a04809,B_in_B_out
a19485,A_in_B_in_B_out
a09823,A_in_B_in_B_out
a08942,A_in_A_out_B_in_B_out
a07405,B_in_B_out
a12514,B_in
a16442,A_out_B_in_B_out
a04510,A_in_B_in_B_out
a25412,A_out_B_in_B_out
a05516,A_in_B_in_B_out
a01346,B_in
a01720,A_out_B_in_B_out
a02881,B_in_B_out
a29620,B_in_B_out
a17159,A_in_A_out_B_in_B_out
a02463,A_in_B_in_B_out
a23145,A_in_B_in_B_out
a08827,A_out_B_in_B_out
a07909,A_in_B_in_B_out
a18703,A_in_B_in_B_out
a23407,A_out_B_in_B_out
a16544,B_in_B_out
a15472,B_in_B_out
a19137,A_out_B_in_B_out
a22819,A_in_B_in_B_out
a22925,A_out_B_in_B_out
a02655,A_in_A_out_B_in_B_out
a08027,A_in_A_out_B_in_B_out
a30695,B_in_B_out
a01549,B_in_B_out
a09885,A_in_A_out_B_in_B_out
a20536,B_in_B_out
a08888,B_in_B_out
a12584,A_in_A_out_B_in_B_out
a21466,A_in_B_in_B_out
a20787,B_in_B_out
a26881,B_in_B_out
a09227,A_in_B_in_B_out
a23726,B_in_B_out
a01590,A_in_B_in_B_out
a10182,B_in_B_out
a08364,A_in_B_in_B_out
a14873,A_in_B_in
a17011,B_in
a08022,B_in_B_out
a00543,A_in_B_in
a21073,B_in_B_out
a03444,A_in_A_out_B_in_B_out
a14299,B_in_B_out
a22837,A_in_A_out_B_in_B_out
a22465,B_out
a27716,A_in_B_in_B_out
a08962,A_in_A_out_B_in_B_out
a04916,B_in_B_out
a17865,A_in_A_out_B_in_B_out
a30874,A_in_A_out_B_in_B_out
a12899,A_out_B_in_B_out
a20352,A_out_B_in_B_out
a03603,A_in_A_out_B_in_B_out
a14807,A_in_B_in_B_out
a29288,A_in_B_in_B_out
a24416,A_in_A_out_B_in_B_out
a25775,A_in_B_in_B_out
a08921,A_in_B_out
a28388,A_in_B_in_B_out
a05733,B_in_B_out
a10833,A_in_A_out_B_in_B_out
a26396,A_out_B_in_B_out
a11898,A_in_A_out_B_in_B_out
a15161,A_in_B_in_B_out
a11556,A_in_A_out_B_in_B_out
a30135,A_in_B_in_B_out
a21730,A_in_A_out_B_in_B_out
a07716,A_out_B_in_B_out
a13613,B_in_B_out
a26619,B_in_B_out
a04382,A_in_B_in_B_out
a29794,A_out_B_in_B_out
a21622,B_in_B_out
a18583,B_in_B_out
a02747,A_in_B_in_B_out
a23485,B_in_B_out
a17615,A_in_A_out_B_in_B_out
a25119,A_in_A_out_B_in_B_out
a24820,A_out_B_in_B_out
a21621,B_in_B_out
a20230,B_in_B_out
a16985,A_in_A_out_B_in_B_out
a00755,B_in_B_out
a07465,B_in
a27771,A_in_A_out_B_in_B_out
a30739,A_in_A_out_B_in_B_out
a07061,A_in_B_in_B_out
a16654,B_in_B_out
a17652,A_in_B_in_B_out
a29642,A_in_B_in_B_out
a30625,A_in_A_out_B_in_B_out
a23235,A_in_A_out_B_in_B_out
a00253,B_in_B_out
a02614,A_in_B_in_B_out
a06971,A_out_B_in_B_out
a09687,A_in_B_in_B_out
a20323,A_in_B_in_B_out
a14016,B_in_B_out
a20639,B_in_B_out
a05117,A_in_B_in_B_out
a00939,B_in_B_out
a20760,B_in
a26262,B_in_B_out
a22632,A_in_A_out_B_in_B_out
a30911,A_out_B_in_B_out
a20479,A_in_B_in_B_out
a19936,A_in_A_out_B_in_B_out
a11613,A_out_B_in_B_out
a18121,A_in_B_in_B_out
a12730,B_in
a07809,B_in_B_out
a25778,B_in
a05950,B_in_B_out
a07673,B_in_B_out
a29039,B_in_B_out
a21997,B_in_B_out
a29785,A_out_B_in_B_out
a30319,A_out_B_in_B_out
a00826,A_in_B_in_B_out
a05944,A_out_B_in_B_out
a16452,A_out_B_in_B_out
a06393,B_in
a29882,B_in_B_out
a12027,A_in_B_in_B_out
a10852,A_in_A_out_B_in_B_out
a13794,B_in_B_out
a04022,B_in_B_out
a23390,B_in_B_out
a14365,A_in_A_out_B_in_B_out
a23494,B_in_B_out
a15014,A_in_B_in_B_out
a08243,A_in_B_in_B_out
a00453,B_in_B_out
a21760,B_in_B_out
a16891,A_in_B_in
a02345,A_in_B_in_B_out
a08033,A_in_B_in_B_out
a12678,A_in_B_in_B_out
a20274,B_in_B_out
a15918,A_out_B_in_B_out
a23950,B_in_B_out
a18111,B_in_B_out
a27820,A_in_A_out_B_in_B_out
a22853,B_in_B_out
a20115,B_in_B_out
a02445,B_in_B_out
a06116,A_out_B_in_B_out
a15735,A_in_A_out_B_in_B_out
a17295,B_in_B_out
a25264,A_in_B_in_B_out
a26045,A_in_B_in_B_out
a20241,A_in_B_in_B_out
a27280,A_out_B_in_B_out
a08273,A_out_B_in_B_out
a11543,A_in_B_in_B_out
a29163,A_out_B_in_B_out
a30322,A_in_B_in_B_out
a11808,B_in_B_out
a03788,A_in_B_in_B_out
a18873,B_in_B_out
a01119,A_in_B_in_B_out
a24809,A_in_B_in_B_out
a01965,A_in_A_out_B_in_B_out
a27814,A_out_B_in_B_out
a15867,B_in_B_out
a22967,A_out_B_in_B_out
a19080,A_in_A_out_B_in_B_out
a05473,B_in_B_out
a06811,B_in
a08013,B_in_B_out
a08766,A_out_B_in_B_out
a10837,B_in
a17995,B_in
a31404,B_in_B_out
a20988,B_in_B_out
a14962,B_in_B_out
a11313,A_out_B_in_B_out
a14356,A_in_B_in
a16996,A_in_B_in_B_out
a03801,A_in_A_out_B_in_B_out
a24145,A_out_B_in_B_out
a13068,A_out_B_in_B_out
a11108,A_in_B_in_B_out
a05563,A_in_A_out_B_in_B_out
a27201,B_in_B_out
a31286,A_in_A_out_B_in_B_out
a23136,A_in_B_in_B_out
a19770,B_in_B_out
a04545,B_in_B_out
a22072,A_in_B_in_B_out
a01469,B_in
a01924,B_in
a05502,B_in_B_out
a08280,A_in_B_in_B_out
a05404,A_in_A_out_B_in_B_out
a14377,B_in_B_out
a01754,B_in_B_out
a15711,A_in_B_in_B_out
a09805,B_in_B_out
a28675,B_in_B_out
a02085,A_in_B_in_B_out
a00473,B_in
a23922,A_in_B_in
a15967,A_in_A_out_B_in_B_out
a19101,A_in_B_in_B_out
a04030,B_in_B_out
a12294,B_in_B_out
a09715,A_in_A_out_B_in_B_out
a11895,B_in_B_out
a12985,A_in_A_out_B_in_B_out
a05242,A_in_B_in_B_out
a14032,A_in_B_in_B_out
a26204,B_in_B_out
a12557,B_in_B_out
a07655,B_in_B_out
a07290,A_in_B_in_B_out
a10892,A_out_B_in_B_out
a11415,A_in_B_in_B_out
a15050,B_in_B_out
a06943,A_in_B_in_B_out
a02334,A_out_B_in_B_out
a11793,A_in_A_out_B_in_B_out
a10092,A_out_B_in_B_out
a16223,A_in_B_in_B_out
a09558,A_in_A_out_B_in_B_out
a19175,A_in_A_out_B_in_B_out
a14321,B_in_B_out
a07486,B_in_B_out
a18810,B_in
a08681,A_in_A_out_B_in_B_out
a15173,B_in_B_out
a24721,B_in_B_out
a22064,B_in_B_out
a02873,A_in_B_in_B_out
a00674,A_in_B_in_B_out
a17692,A_in_B_in_B_out
a14043,A_out_B_out
a15167,A_in_A_out_B_in_B_out
a08001,A_in_A_out_B_in_B_out
a22716,A_in_B_in
a24796,B_in_B_out
a08381,A_in_A_out_B_in_B_out
a27267,A_in_B_in_B_out
a09759,B_in_B_out
a13021,A_in_B_in
a26438,A_in_A_out_B_in_B_out
a25557,A_in_B_in_B_out
a16458,B_in_B_out
a07519,B_in_B_out
a01380,B_in_B_out
a20057,B_in_B_out
a24844,A_in_B_in
a09075,A_in_B_in_B_out
a12884,A_in_A_out_B_in_B_out
a26301,A_in_B_in_B_out
a11714,B_in_B_out
a16496,A_in_A_out_B_in_B_out
a18829,A_out_B_in_B_out
a05592,B_in_B_out
a28495,B_in_B_out
a09245,B_in_B_out
a18542,B_in_B_out
a14431,B_in_B_out
a15047,B_in_B_out
a27827,A_out_B_in_B_out
a09792,B_in_B_out
a05124,A_in_A_out_B_in_B_out
a22529,A_out_B_in_B_out
a12561,B_in_B_out
a12010,B_out
a13607,A_out_B_in_B_out
a21429,B_in_B_out
a22818,A_in_B_in_B_out
a28115,B_in_B_out
a30829,A_out_B_in_B_out
a21259,B_in_B_out
a06853,B_in_B_out
a20240,B_in_B_out
a07963,B_in_B_out
a05408,A_in_B_in_B_out
a22416,B_in_B_out
a04672,B_in
a30789,A_out_B_in_B_out
a15127,B_in_B_out
a15663,A_in_B_in_B_out
a04244,A_in_B_in
a22649,B_in_B_out
a23267,B_in_B_out
a26687,B_in_B_out
a03908,A_out_B_in_B_out
a15527,B_in_B_out
a08543,A_in_B_in_B_out
a29702,A_in_B_in_B_out
a00649,B_in_B_out
a28639,A_in_B_in_B_out
a19625,B_in_B_out
a01669,B_in_B_out
a27691,B_in_B_out
a13366,B_in_B_out
a19872,A_out_B_in_B_out
a28027,B_in_B_out
a17330,B_in_B_out
a20451,A_in_A_out_B_in_B_out
a19608,A_out_B_in_B_out
a26517,A_in_B_in_B_out
a28999,B_in_B_out
a04263,A_in_B_in_B_out
a00970,B_in_B_out
a17427,B_out
a17619,A_in_B_in
a22684,B_in_B_out
a23650,A_in_B_in_B_out
a24227,B_in_B_out
a04783,B_in
a17712,A_in_B_in_B_out
a00632,A_in_A_out_B_in_B_out
a30914,A_out_B_in_B_out
a16205,B_in_B_out
a08118,A_in_B_in_B_out
a11896,A_in_B_in_B_out
a19745,A_in_A_out_B_in_B_out
a10700,A_in_A_out_B_in_B_out
a17888,B_in_B_out
a06663,A_in_B_in_B_out
a19042,A_in_B_in_B_out
a20501,A_in_A_out_B_in_B_out
a20681,B_in_B_out
a23974,A_in_B_in_B_out
a06209,A_in_B_in_B_out
a29309,A_in_B_in_B_out
a15264,B_in_B_out
a00254,A_in_B_in_B_out
a30530,B_in_B_out
a28780,B_in_B_out
a02543,A_in_A_out_B_in_B_out
a20087,A_in_B_in_B_out
a10117,B_in_B_out
a15079,A_in_B_in_B_out
a02673,B_in_B_out
a28463,A_in_B_in_B_out
a10377,A_out_B_in_B_out
a27879,B_in_B_out
a23602,A_in_B_in_B_out
a26129,B_in_B_out
a31253,B_in_B_out
a02981,A_in_B_in_B_out
a08391,A_in_B_in_B_out
a18612,A_out_B_in_B_out
a28597,A_in_B_in_B_out
a06040,B_in_B_out
a02082,B_in_B_out
a01572,B_in_B_out
a18289,A_in_B_in_B_out
a22200,B_in_B_out
a26679,B_in_B_out
a22360,A_in_B_in_B_out
a18226,A_in_A_out_B_in_B_out
a08823,B_in_B_out
a28784,A_out_B_in_B_out
a22343,A_in_A_out_B_in_B_out
a13855,B_in_B_out
a23470,A_in_B_in_B_out
a22729,B_in
a10485,A_in_A_out_B_in_B_out
a04541,A_in_A_out_B_in_B_out
a15428,A_in_B_in_B_out
a20129,A_in_B_in
a25833,A_out_B_in_B_out
a11397,B_in_B_out
a00065,A_in_A_out_B_in_B_out
a28061,B_in_B_out
a19288,B_in_B_out
a21848,B_in_B_out
a13405,A_in_B_in_B_out
a20218,A_in_B_in_B_out
a02688,A_in_A_out_B_in_B_out
a24415,B_in_B_out
a30101,A_in_A_out_B_in_B_out
a03600,A_out_B_in_B_out
a03650,A_out_B_in_B_out
a06007,A_out_B_in_B_out
a18472,A_in_B_in_B_out
a10661,B_in_B_out
a29791,B_in_B_out
a27083,A_out_B_in_B_out
a30511,A_in_B_in_B_out
a08715,A_in_B_in_B_out
a11190,B_in_B_out
a13381,A_in_B_in_B_out
a06171,A_in_B_in_B_out
a30748,A_in_B_in_B_out
a17632,B_in_B_out
a14396,B_in_B_out
a19531,A_out_B_in_B_out
a10245,B_in_B_out
a03156,A_in_A_out_B_in_B_out
a20191,B_in_B_out
a01449,A_in_B_in_B_out
a20743,B_in_B_out
a26651,A_in_B_in_B_out
a11783,B_in_B_out
a01194,A_in_B_in_B_out
a26604,A_in_B_in_B_out
a07895,A_in_A_out_B_in_B_out
a13456,A_in_A_out_B_in_B_out
a24284,B_in_B_out
a12886,A_in_B_in_B_out
a11558,A_out_B_in_B_out
a15087,B_in
a28727,A_in_B_in_B_out
a11725,A_out_B_in_B_out
a28991,A_in_B_in_B_out
a06575,A_in_A_out_B_in_B_out
a10332,B_in_B_out
a02013,B_in_B_out
a03397,A_in_A_out_B_in_B_out
a25879,A_in_B_in_B_out
a08102,B_in_B_out
a09619,B_in_B_out
a21431,B_in_B_out
