account,behavior_category
a26028,low_activity
a30447,inactive
a17395,low_activity
a25158,low_activity
a24020,low_activity
a12571,inactive
a12694,inactive
a11245,low_activity
a02029,inactive
a17799,medium_activity_unidirectional
a05263,inactive
a27026,inactive
a07319,inactive
a17909,low_activity
a20171,medium_activity_unidirectional
a02487,medium_activity_bidirectional
a18627,low_activity
a12815,inactive
a04113,inactive
a25531,low_activity
a03810,inactive
a27212,inactive
a01428,medium_activity_bidirectional
a27466,inactive
a08625,low_activity
a25611,low_activity
a08107,low_activity
a08518,inactive
a11170,low_activity
a15836,inactive
a14947,inactive
a00137,inactive
a01287,low_activity
a06788,low_activity
a24269,low_activity
a26777,low_activity
a30103,medium_activity_unidirectional
a05731,inactive
a06443,low_activity
a31154,inactive
a29340,inactive
a07778,low_activity
a06604,inactive
a13664,inactive
a05119,low_activity
a13336,low_activity
a00362,medium_activity_unidirectional
a01076,inactive
a22356,inactive
a20110,inactive
a01753,low_activity
a25629,inactive
a05462,medium_activity_bidirectional
a20204,inactive
a09033,low_activity
a06804,medium_activity_unidirectional
a14154,inactive
a06739,inactive
a02460,inactive
a02045,inactive
a01176,medium_activity_bidirectional
a16218,low_activity
a15707,low_activity
a14848,medium_activity_bidirectional
a17567,inactive
a29972,inactive
a06434,low_activity
a16949,low_activity
a17923,medium_activity_unidirectional
a01276,low_activity
a13744,medium_activity_bidirectional
a25729,low_activity
a07490,medium_activity_unidirectional
a12648,low_activity
a23865,inactive
a27521,medium_activity_unidirectional
a03682,low_activity
a20658,medium_activity_unidirectional
a07851,inactive
a03537,inactive
a28043,medium_activity_bidirectional
a06031,inactive
a14204,inactive
a11466,low_activity
a25982,medium_activity_bidirectional
a31280,inactive
a20051,low_activity
a25853,medium_activity_bidirectional
a21715,medium_activity_unidirectional
a07395,medium_activity_bidirectional
a00701,medium_activity_bidirectional
a20981,low_activity
a28471,low_activity
a11566,inactive
a08099,inactive
a23549,inactive
a02983,inactive
a22881,low_activity
a05411,inactive
a04593,inactive
a28466,low_activity
a05933,inactive
a04499,inactive
a20487,low_activity
a23569,medium_activity_bidirectional
a12721,inactive
a01691,inactive
a12783,low_activity
a16186,inactive
a07115,low_activity
a23420,medium_activity_unidirectional
a03695,inactive
a15334,low_activity
a21859,medium_activity_unidirectional
a08902,inactive
a04671,inactive
a30745,medium_activity_bidirectional
a07912,low_activity
a05532,medium_activity_bidirectional
a10910,inactive
a17066,medium_activity_bidirectional
a19711,medium_activity_bidirectional
a26738,inactive
a01908,medium_activity_unidirectional
a14142,medium_activity_unidirectional
a04340,medium_activity_bidirectional
a01807,low_activity
a21895,low_activity
a09776,medium_activity_unidirectional
a16475,inactive
a01804,low_activity
a17407,inactive
a23087,low_activity
a07209,inactive
a27652,inactive
a29690,low_activity
a02079,low_activity
a05349,inactive
a14203,inactive
a02243,inactive
a26476,low_activity
a03199,medium_activity_bidirectional
a15097,low_activity
a20396,medium_activity_bidirectional
a29650,inactive
a03912,low_activity
a10915,inactive
a21435,low_activity
a22507,inactive
a27836,low_activity
a17592,medium_activity_unidirectional
a13059,medium_activity_unidirectional
a18556,medium_activity_bidirectional
a13335,inactive
a08147,inactive
a08089,inactive
a08875,low_activity
a08411,low_activity
a04766,low_activity
a18320,low_activity
a15272,inactive
a19801,low_activity
a25662,inactive
a26317,inactive
a13383,low_activity
a08471,medium_activity_bidirectional
a17264,inactive
a27300,low_activity
a31060,inactive
a14434,medium_activity_unidirectional
a11185,low_activity
a21983,inactive
a27286,low_activity
a03195,inactive
a21514,medium_activity_unidirectional
a11349,inactive
a13970,inactive
a14995,medium_activity_unidirectional
a10183,medium_activity_unidirectional
a26639,medium_activity_bidirectional
a23427,low_activity
a23672,low_activity
a08802,inactive
a22456,inactive
a11760,medium_activity_bidirectional
a22204,low_activity
a03963,inactive
a17136,low_activity
a20409,low_activity
a22415,low_activity
a24056,medium_activity_unidirectional
a02758,inactive
a21960,inactive
a03738,inactive
a15094,medium_activity_bidirectional
a07974,inactive
a27928,inactive
a20359,low_activity
a23949,low_activity
a21853,inactive
a08154,inactive
a14444,medium_activity_unidirectional
a08621,inactive
a30675,medium_activity_unidirectional
a01857,inactive
a28827,low_activity
a07143,inactive
a12796,inactive
a03183,low_activity
a01752,inactive
a28357,low_activity
a03287,inactive
a05345,low_activity
a25321,inactive
a18441,inactive
a05788,medium_activity_unidirectional
a18925,inactive
a21957,inactive
a09563,inactive
a20299,inactive
a08119,medium_activity_unidirectional
a25462,medium_activity_unidirectional
a20726,inactive
a25004,low_activity
a20870,medium_activity_unidirectional
a23511,low_activity
a28851,inactive
a14640,inactive
a31145,inactive
a03607,inactive
a25535,low_activity
a27882,low_activity
a03219,inactive
a12491,inactive
a18957,inactive
a31361,medium_activity_bidirectional
a03530,inactive
a20419,low_activity
a30342,inactive
a29571,inactive
a22639,inactive
a30634,low_activity
a30208,inactive
a05935,low_activity
a28863,inactive
a19826,medium_activity_unidirectional
a12759,low_activity
a06258,medium_activity_unidirectional
a05271,inactive
a10347,medium_activity_unidirectional
a01724,medium_activity_unidirectional
a04659,inactive
a08584,inactive
a01546,inactive
a23499,inactive
a03370,inactive
a24961,inactive
a25191,inactive
a22635,inactive
a20710,low_activity
a28488,inactive
a00413,inactive
a23019,medium_activity_unidirectional
a11688,low_activity
a11098,inactive
a23700,inactive
a21824,low_activity
a17436,medium_activity_bidirectional
a11462,inactive
a16933,inactive
a29922,inactive
a17583,low_activity
a04856,low_activity
a13547,inactive
a25085,inactive
a11716,medium_activity_bidirectional
a07303,medium_activity_unidirectional
a28514,low_activity
a22643,medium_activity_unidirectional
a16304,inactive
a23413,medium_activity_bidirectional
a13610,inactive
a30275,medium_activity_bidirectional
a03850,low_activity
a12701,low_activity
a04708,low_activity
a19737,inactive
a29313,medium_activity_bidirectional
a13164,medium_activity_bidirectional
a13695,low_activity
a27311,inactive
a17534,low_activity
a16607,low_activity
a12547,inactive
a29464,medium_activity_unidirectional
a03065,inactive
a29232,inactive
a26753,low_activity
a27358,medium_activity_bidirectional
a01201,medium_activity_bidirectional
a01006,inactive
a17994,inactive
a29404,medium_activity_unidirectional
a10108,medium_activity_unidirectional
a13825,inactive
a19653,low_activity
a18548,inactive
a25469,inactive
a20625,inactive
a07149,low_activity
a15728,inactive
a31261,inactive
a07453,medium_activity_bidirectional
a06432,inactive
a27958,inactive
a19662,inactive
a04739,medium_activity_unidirectional
a06356,inactive
a24219,medium_activity_unidirectional
a00812,inactive
a05163,low_activity
a31281,medium_activity_unidirectional
a02982,inactive
a01018,low_activity
a25825,medium_activity_unidirectional
a13817,medium_activity_unidirectional
a10317,inactive
a24164,low_activity
a17130,inactive
a29988,inactive
a13535,medium_activity_bidirectional
a23589,low_activity
a28271,low_activity
a28958,inactive
a17146,medium_activity_bidirectional
a11181,inactive
a27456,low_activity
a13090,inactive
a26465,medium_activity_unidirectional
a25581,inactive
a29433,medium_activity_bidirectional
a19814,medium_activity_bidirectional
a25372,inactive
a09100,inactive
a31360,inactive
a18774,medium_activity_unidirectional
a16494,low_activity
a13339,inactive
a23825,inactive
a25639,low_activity
a25591,low_activity
a26174,medium_activity_unidirectional
a08677,low_activity
a07093,inactive
a16592,inactive
a00795,inactive
a23382,inactive
a26512,medium_activity_bidirectional
a21413,low_activity
a10396,inactive
a09758,low_activity
a25516,inactive
a25328,low_activity
a11396,medium_activity_bidirectional
a28219,inactive
a21789,low_activity
a16141,low_activity
a13536,medium_activity_bidirectional
a06814,low_activity
a01574,inactive
a24899,medium_activity_unidirectional
a03331,low_activity
a10468,medium_activity_unidirectional
a07260,inactive
a09539,medium_activity_unidirectional
a20776,inactive
a19530,inactive
a02625,inactive
a15907,medium_activity_unidirectional
a26799,low_activity
a23780,low_activity
a28611,inactive
a10877,inactive
a14582,inactive
a24448,inactive
a04455,low_activity
a23550,low_activity
a26113,medium_activity_unidirectional
a17226,inactive
a03312,low_activity
a28162,inactive
a06494,low_activity
a01507,inactive
a28905,low_activity
a23767,inactive
a09723,low_activity
a16342,low_activity
a28987,low_activity
a30912,inactive
a23439,low_activity
a10202,inactive
a10225,medium_activity_bidirectional
a25311,inactive
a00019,low_activity
a16823,low_activity
a10130,low_activity
a13790,low_activity
a21513,inactive
a09859,inactive
a00732,inactive
a14489,low_activity
a05837,low_activity
a20738,low_activity
a22704,inactive
a21725,low_activity
a17200,inactive
a09507,low_activity
a28627,medium_activity_unidirectional
a11345,low_activity
a01288,inactive
a25841,medium_activity_bidirectional
a10796,medium_activity_bidirectional
a12000,medium_activity_unidirectional
a08079,inactive
a23329,low_activity
a26839,medium_activity_unidirectional
a28389,medium_activity_unidirectional
a20736,low_activity
a13148,inactive
a28503,inactive
a09267,inactive
a06608,low_activity
a08042,medium_activity_unidirectional
a13860,inactive
a04960,inactive
a30303,medium_activity_bidirectional
a21087,medium_activity_unidirectional
a15280,medium_activity_unidirectional
a29185,low_activity
a29417,inactive
a15211,medium_activity_bidirectional
a16097,low_activity
a04809,inactive
a19485,low_activity
a09823,low_activity
a08942,medium_activity_bidirectional
a07405,inactive
a12514,inactive
a16442,low_activity
a04510,low_activity
a25412,inactive
a05516,low_activity
a01346,inactive
a01720,low_activity
a02881,inactive
a29620,inactive
a17159,medium_activity_bidirectional
a02463,medium_activity_unidirectional
a23145,medium_activity_unidirectional
a08827,low_activity
a07909,low_activity
a18703,low_activity
a23407,medium_activity_unidirectional
a16544,inactive
a15472,inactive
a19137,low_activity
a22819,medium_activity_unidirectional
a22925,medium_activity_unidirectional
a02655,medium_activity_bidirectional
a08027,low_activity
a30695,inactive
a01549,inactive
a09885,medium_activity_bidirectional
a20536,inactive
a08888,inactive
a12584,low_activity
a21466,low_activity
a20787,inactive
a26881,inactive
a09227,low_activity
a23726,inactive
a01590,low_activity
a10182,inactive
a08364,low_activity
a14873,low_activity
a17011,inactive
a08022,inactive
a00543,low_activity
a21073,inactive
a03444,medium_activity_bidirectional
a14299,inactive
a22837,medium_activity_unidirectional
a22465,inactive
a27716,medium_activity_unidirectional
a08962,low_activity
a04916,inactive
a17865,low_activity
a30874,low_activity
a12899,low_activity
a20352,low_activity
a03603,medium_activity_bidirectional
a14807,medium_activity_unidirectional
a29288,medium_activity_unidirectional
a24416,medium_activity_bidirectional
a25775,medium_activity_unidirectional
a08921,medium_activity_unidirectional
a28388,low_activity
a05733,inactive
a10833,medium_activity_bidirectional
a26396,medium_activity_unidirectional
a11898,low_activity
a15161,medium_activity_unidirectional
a11556,medium_activity_bidirectional
a30135,low_activity
a21730,medium_activity_bidirectional
a07716,low_activity
a13613,inactive
a26619,inactive
a04382,low_activity
a29794,medium_activity_unidirectional
a21622,inactive
a18583,inactive
a02747,low_activity
a23485,inactive
a17615,medium_activity_bidirectional
a25119,low_activity
a24820,inactive
a21621,inactive
a20230,inactive
a16985,medium_activity_bidirectional
a00755,inactive
a07465,inactive
a27771,medium_activity_unidirectional
a30739,medium_activity_bidirectional
a07061,medium_activity_unidirectional
a16654,inactive
a17652,low_activity
a29642,inactive
a30625,low_activity
a23235,low_activity
a00253,inactive
a02614,low_activity
a06971,low_activity
a09687,medium_activity_unidirectional
a20323,low_activity
a14016,inactive
a20639,inactive
a05117,low_activity
a00939,inactive
a20760,inactive
a26262,inactive
a22632,medium_activity_bidirectional
a30911,medium_activity_unidirectional
a20479,medium_activity_unidirectional
a19936,medium_activity_bidirectional
a11613,low_activity
a18121,medium_activity_unidirectional
a12730,inactive
a07809,inactive
a25778,inactive
a05950,inactive
a07673,inactive
a29039,inactive
a21997,inactive
a29785,medium_activity_unidirectional
a30319,medium_activity_unidirectional
a00826,medium_activity_unidirectional
a05944,low_activity
a16452,inactive
a06393,inactive
a29882,inactive
a12027,medium_activity_unidirectional
a10852,medium_activity_bidirectional
a13794,inactive
a04022,inactive
a23390,inactive
a14365,medium_activity_bidirectional
a23494,inactive
a15014,low_activity
a08243,low_activity
a00453,inactive
a21760,inactive
a16891,inactive
a02345,low_activity
a08033,low_activity
a12678,inactive
a20274,inactive
a15918,inactive
a23950,inactive
a18111,inactive
a27820,medium_activity_bidirectional
a22853,inactive
a20115,inactive
a02445,inactive
a06116,inactive
a15735,low_activity
a17295,inactive
a25264,low_activity
a26045,low_activity
a20241,medium_activity_unidirectional
a27280,low_activity
a08273,medium_activity_unidirectional
a11543,low_activity
a29163,medium_activity_unidirectional
a30322,low_activity
a11808,inactive
a03788,low_activity
a18873,inactive
a01119,low_activity
a24809,medium_activity_unidirectional
a01965,medium_activity_bidirectional
a27814,low_activity
a15867,inactive
a22967,medium_activity_unidirectional
a19080,low_activity
a05473,inactive
a06811,inactive
a08013,inactive
a08766,medium_activity_unidirectional
a10837,inactive
a17995,inactive
a31404,inactive
a20988,inactive
a14962,inactive
a11313,medium_activity_unidirectional
a14356,inactive
a16996,low_activity
a03801,medium_activity_bidirectional
a24145,low_activity
a13068,low_activity
a11108,low_activity
a05563,medium_activity_bidirectional
a27201,inactive
a31286,low_activity
a23136,inactive
a19770,inactive
a04545,inactive
a22072,low_activity
a01469,inactive
a01924,inactive
a05502,inactive
a08280,medium_activity_unidirectional
a05404,low_activity
a14377,inactive
a01754,inactive
a15711,low_activity
a09805,inactive
a28675,inactive
a02085,medium_activity_unidirectional
a00473,inactive
a23922,medium_activity_unidirectional
a15967,medium_activity_bidirectional
a19101,low_activity
a04030,inactive
a12294,inactive
a09715,low_activity
a11895,inactive
a12985,low_activity
a05242,low_activity
a14032,low_activity
a26204,inactive
a12557,inactive
a07655,inactive
a07290,medium_activity_unidirectional
a10892,low_activity
a11415,low_activity
a15050,inactive
a06943,low_activity
a02334,low_activity
a11793,low_activity
a10092,inactive
a16223,low_activity
a09558,low_activity
a19175,medium_activity_bidirectional
a14321,inactive
a07486,inactive
a18810,inactive
a08681,medium_activity_bidirectional
a15173,inactive
a24721,inactive
a22064,inactive
a02873,medium_activity_unidirectional
a00674,low_activity
a17692,low_activity
a14043,low_activity
a15167,medium_activity_bidirectional
a08001,medium_activity_bidirectional
a22716,inactive
a24796,inactive
a08381,low_activity
a27267,low_activity
a09759,inactive
a13021,low_activity
a26438,medium_activity_bidirectional
a25557,low_activity
a16458,inactive
a07519,inactive
a01380,inactive
a20057,inactive
a24844,low_activity
a09075,low_activity
a12884,medium_activity_bidirectional
a26301,medium_activity_unidirectional
a11714,inactive
a16496,low_activity
a18829,low_activity
a05592,inactive
a28495,inactive
a09245,inactive
a18542,inactive
a14431,inactive
a15047,inactive
a27827,low_activity
a09792,inactive
a05124,low_activity
a22529,low_activity
a12561,inactive
a12010,inactive
a13607,medium_activity_unidirectional
a21429,inactive
a22818,medium_activity_unidirectional
a28115,inactive
a30829,medium_activity_unidirectional
a21259,inactive
a06853,inactive
a20240,inactive
a07963,inactive
a05408,low_activity
a22416,inactive
a04672,inactive
a30789,low_activity
a15127,inactive
a15663,inactive
a04244,inactive
a22649,inactive
a23267,inactive
a26687,inactive
a03908,low_activity
a15527,inactive
a08543,low_activity
a29702,low_activity
a00649,inactive
a28639,low_activity
a19625,inactive
a01669,inactive
a27691,inactive
a13366,inactive
a19872,low_activity
a28027,inactive
a17330,inactive
a20451,medium_activity_bidirectional
a19608,low_activity
a26517,medium_activity_unidirectional
a28999,inactive
a04263,low_activity
a00970,inactive
a17427,inactive
a17619,inactive
a22684,inactive
a23650,medium_activity_unidirectional
a24227,inactive
a04783,inactive
a17712,low_activity
a00632,medium_activity_bidirectional
a30914,medium_activity_unidirectional
a16205,inactive
a08118,low_activity
a11896,medium_activity_unidirectional
a19745,low_activity
a10700,medium_activity_bidirectional
a17888,inactive
a06663,low_activity
a19042,low_activity
a20501,low_activity
a20681,inactive
a23974,low_activity
a06209,low_activity
a29309,inactive
a15264,inactive
a00254,low_activity
a30530,inactive
a28780,inactive
a02543,medium_activity_bidirectional
a20087,medium_activity_unidirectional
a10117,inactive
a15079,inactive
a02673,inactive
a28463,low_activity
a10377,inactive
a27879,inactive
a23602,inactive
a26129,inactive
a31253,inactive
a02981,low_activity
a08391,medium_activity_unidirectional
a18612,low_activity
a28597,low_activity
a06040,inactive
a02082,inactive
a01572,inactive
a18289,medium_activity_unidirectional
a22200,inactive
a26679,inactive
a22360,low_activity
a18226,medium_activity_bidirectional
a08823,inactive
a28784,medium_activity_unidirectional
a22343,medium_activity_bidirectional
a13855,inactive
a23470,low_activity
a22729,inactive
a10485,low_activity
a04541,medium_activity_bidirectional
a15428,low_activity
a20129,inactive
a25833,low_activity
a11397,inactive
a00065,low_activity
a28061,inactive
a19288,inactive
a21848,inactive
a13405,low_activity
a20218,low_activity
a02688,medium_activity_bidirectional
a24415,inactive
a30101,medium_activity_bidirectional
a03600,low_activity
a03650,low_activity
a06007,low_activity
a18472,low_activity
a10661,inactive
a29791,inactive
a27083,low_activity
a30511,low_activity
a08715,low_activity
a11190,inactive
a13381,medium_activity_unidirectional
a06171,medium_activity_unidirectional
a30748,low_activity
a17632,inactive
a14396,inactive
a19531,inactive
a10245,inactive
a03156,medium_activity_bidirectional
a20191,inactive
a01449,low_activity
a20743,inactive
a26651,low_activity
a11783,inactive
a01194,low_activity
a26604,low_activity
a07895,medium_activity_bidirectional
a13456,medium_activity_bidirectional
a24284,inactive
a12886,low_activity
a11558,low_activity
a15087,inactive
a28727,low_activity
a11725,low_activity
a28991,inactive
a06575,medium_activity_bidirectional
a10332,inactive
a02013,inactive
a03397,medium_activity_bidirectional
a25879,low_activity
a08102,inactive
a09619,inactive
a21431,inactive
a21305,inactive
a23446,inactive
a07292,low_activity
a07040,inactive
a29276,inactive
a00149,low_activity
a02478,inactive
a09650,low_activity
a26694,low_activity
a16145,low_activity
a15362,inactive
a26623,low_activity
a01353,inactive
a01355,inactive
a10624,inactive
a26466,inactive
a04597,low_activity
a03508,low_activity
a05367,medium_activity_unidirectional
a01025,inactive
a02395,medium_activity_unidirectional
a13297,low_activity
a18058,inactive
a19782,low_activity
a26166,medium_activity_unidirectional
a25596,low_activity
a22479,medium_activity_bidirectional
a04125,low_activity
a07616,inactive
a02054,medium_activity_unidirectional
a13852,low_activity
a26092,low_activity
a12551,medium_activity_bidirectional
a20119,medium_activity_unidirectional
a00365,inactive
a21209,inactive
a03998,low_activity
a05750,low_activity
a13178,inactive
a20483,medium_activity_bidirectional
a30180,medium_activity_bidirectional
a02220,medium_activity_unidirectional
a12786,inactive
a09643,inactive
a03200,inactive
a24258,inactive
a22228,medium_activity_bidirectional
a21878,low_activity
a12368,low_activity
a09415,medium_activity_bidirectional
a00556,medium_activity_bidirectional
a25963,inactive
a16035,inactive
a05653,inactive
a06530,inactive
a07037,inactive
a22972,low_activity
a22528,medium_activity_bidirectional
a21077,low_activity
a09238,low_activity
a00006,inactive
a17491,low_activity
a27533,medium_activity_bidirectional
a20403,inactive
a15718,low_activity
a04688,low_activity
a19369,inactive
a12067,inactive
a13600,inactive
a05536,inactive
a20808,low_activity
a20027,medium_activity_bidirectional
a06047,inactive
a20430,inactive
a15232,medium_activity_bidirectional
a06243,medium_activity_bidirectional
a23370,inactive
a29951,low_activity
a26662,medium_activity_unidirectional
a26874,low_activity
a06136,inactive
a25089,low_activity
a27131,inactive
a02081,inactive
a23999,medium_activity_unidirectional
a17946,inactive
a05478,low_activity
a02561,medium_activity_bidirectional
a27978,inactive
a04714,inactive
a19558,low_activity
a08742,low_activity
a30442,low_activity
a12380,medium_activity_unidirectional
a18278,inactive
a31091,inactive
a21097,medium_activity_bidirectional
a17247,medium_activity_unidirectional
a16837,inactive
a12389,low_activity
a08011,low_activity
a25398,inactive
a18650,low_activity
a11402,medium_activity_unidirectional
a22022,inactive
a31082,medium_activity_unidirectional
a02200,inactive
a18887,inactive
a27705,inactive
a15447,low_activity
a03937,inactive
a16406,low_activity
a22583,inactive
a16202,medium_activity_unidirectional
a18710,inactive
a06648,low_activity
a15897,medium_activity_bidirectional
a05132,low_activity
a11724,inactive
a00801,medium_activity_unidirectional
a00200,medium_activity_unidirectional
a04100,low_activity
a27284,inactive
a11846,inactive
a05697,inactive
a07976,medium_activity_unidirectional
a04462,inactive
a23505,low_activity
a00988,medium_activity_bidirectional
a02927,inactive
a26794,medium_activity_unidirectional
a19354,medium_activity_unidirectional
a12428,inactive
a06180,inactive
a11530,low_activity
a30236,low_activity
a30784,low_activity
a30215,inactive
a24369,inactive
a19922,medium_activity_unidirectional
a18150,inactive
a06037,medium_activity_bidirectional
a19386,low_activity
a27378,inactive
a21356,low_activity
a04264,medium_activity_unidirectional
a05043,inactive
a26371,medium_activity_bidirectional
a28981,low_activity
a07619,low_activity
a22074,low_activity
a12572,low_activity
a23169,low_activity
a27618,inactive
a22106,inactive
a19516,medium_activity_unidirectional
a20634,low_activity
a21228,inactive
a29590,low_activity
a24698,low_activity
a04753,medium_activity_unidirectional
a18821,inactive
a31373,low_activity
a25889,inactive
a26145,inactive
a21491,low_activity
a00424,inactive
a15455,low_activity
a23706,inactive
a30544,low_activity
a01765,inactive
a22319,inactive
a05676,low_activity
a26957,inactive
a18360,inactive
a05217,inactive
a03353,medium_activity_unidirectional
a17674,medium_activity_bidirectional
a00351,medium_activity_bidirectional
a14335,inactive
a16469,inactive
a01726,low_activity
a09757,inactive
a12337,medium_activity_bidirectional
a19571,low_activity
a12180,medium_activity_unidirectional
a01544,inactive
a03780,low_activity
a23009,inactive
a03615,medium_activity_bidirectional
a18487,inactive
a11263,low_activity
a29827,low_activity
a05209,low_activity
a07194,low_activity
a00008,low_activity
a11845,inactive
a24246,low_activity
a21348,inactive
a20746,inactive
a16558,inactive
a00107,inactive
a01191,low_activity
a31058,inactive
a02800,low_activity
a26866,low_activity
a04919,low_activity
a28816,inactive
a09126,inactive
a12770,medium_activity_bidirectional
a16167,inactive
a21876,low_activity
a00917,inactive
a06261,medium_activity_unidirectional
a02841,low_activity
a28608,low_activity
a25541,medium_activity_unidirectional
a27476,inactive
a26891,inactive
a06317,inactive
a22585,inactive
a29023,medium_activity_bidirectional
a15045,inactive
a17056,medium_activity_bidirectional
a25542,medium_activity_unidirectional
a13554,inactive
a11292,inactive
a25783,low_activity
a06451,inactive
a12737,inactive
a17640,low_activity
a10198,inactive
a20703,inactive
a02749,medium_activity_unidirectional
a00335,low_activity
a02955,inactive
a10855,inactive
a01391,low_activity
a26622,low_activity
a23869,inactive
a26084,inactive
a22134,inactive
a26689,inactive
a05585,low_activity
a30412,low_activity
a22044,inactive
a10397,medium_activity_bidirectional
a12270,medium_activity_unidirectional
a22591,low_activity
a07808,inactive
a19994,inactive
a14495,medium_activity_bidirectional
a10554,inactive
a00591,medium_activity_unidirectional
a03233,inactive
a15177,inactive
a03775,low_activity
a29805,inactive
a16814,medium_activity_unidirectional
a01683,medium_activity_unidirectional
a29117,low_activity
a00273,low_activity
a07626,inactive
a29440,inactive
a03140,low_activity
a19448,medium_activity_unidirectional
a15764,low_activity
a10664,inactive
a18128,inactive
a30612,inactive
a00307,inactive
a21327,medium_activity_unidirectional
a23128,inactive
a13627,inactive
a26904,inactive
a07492,inactive
a06672,low_activity
a19879,medium_activity_unidirectional
a10278,medium_activity_bidirectional
a27747,medium_activity_unidirectional
a11499,inactive
a17069,inactive
a23090,inactive
a01307,inactive
a10349,medium_activity_unidirectional
a23587,inactive
a06205,low_activity
a29297,low_activity
a21581,low_activity
a06771,inactive
a24077,inactive
a05330,medium_activity_unidirectional
a09854,inactive
a17951,medium_activity_bidirectional
a06566,low_activity
a24192,low_activity
a01823,inactive
a25197,low_activity
a21993,low_activity
a29175,low_activity
a18280,low_activity
a04581,low_activity
a05363,medium_activity_bidirectional
a23024,low_activity
a16421,inactive
a07801,medium_activity_unidirectional
a17116,inactive
a01035,inactive
a29753,medium_activity_unidirectional
a13707,low_activity
a17642,low_activity
a15335,low_activity
a09284,medium_activity_unidirectional
a06139,medium_activity_bidirectional
a11198,low_activity
a17797,low_activity
a16790,medium_activity_unidirectional
a01849,low_activity
a20406,medium_activity_unidirectional
a14109,inactive
a24692,inactive
a02194,medium_activity_bidirectional
a06507,inactive
a19949,medium_activity_unidirectional
a14440,inactive
a31291,inactive
a26005,low_activity
a27188,low_activity
a11790,inactive
a29926,low_activity
a00400,inactive
a09671,medium_activity_bidirectional
a24766,inactive
a28718,inactive
a05053,low_activity
a11810,inactive
a23851,inactive
a11917,medium_activity_bidirectional
a17816,inactive
a06887,low_activity
a01432,medium_activity_unidirectional
a16982,inactive
a01249,low_activity
a03730,inactive
a14963,inactive
a09479,medium_activity_bidirectional
a18454,inactive
a18886,medium_activity_unidirectional
a01602,low_activity
a01034,low_activity
a12779,low_activity
a20128,low_activity
a16152,medium_activity_bidirectional
a13999,low_activity
a15036,inactive
a07126,inactive
a18402,low_activity
a20043,low_activity
a22459,low_activity
a30487,inactive
a22301,inactive
a13954,inactive
a13755,low_activity
a13754,medium_activity_bidirectional
a15245,low_activity
a23112,inactive
a30434,inactive
a01303,low_activity
a18459,low_activity
a08262,inactive
a23276,inactive
a10785,inactive
a04037,inactive
a04142,inactive
a01162,low_activity
a12317,inactive
a25104,inactive
a03104,medium_activity_unidirectional
a00551,inactive
a17845,inactive
a24216,medium_activity_bidirectional
a12827,low_activity
a02854,inactive
a12192,medium_activity_bidirectional
a26152,inactive
a18525,inactive
a18221,low_activity
a26974,medium_activity_bidirectional
a02994,medium_activity_unidirectional
a30191,low_activity
a21770,inactive
a19494,inactive
a11004,low_activity
a28932,medium_activity_unidirectional
a02071,low_activity
a19261,low_activity
a17167,medium_activity_unidirectional
a31182,inactive
a02597,medium_activity_unidirectional
a26954,inactive
a13722,inactive
a30273,low_activity
a13974,inactive
a17936,inactive
a28080,inactive
a10856,medium_activity_unidirectional
a14969,inactive
a11523,inactive
a10668,inactive
a24076,low_activity
a24062,low_activity
a00059,low_activity
a03961,low_activity
a03473,low_activity
a30093,medium_activity_bidirectional
a24450,inactive
a16971,low_activity
a01989,medium_activity_unidirectional
a19521,inactive
a19126,inactive
a24399,inactive
a01848,low_activity
a14564,low_activity
a16058,inactive
a20195,medium_activity_unidirectional
a31144,low_activity
a27785,inactive
a20035,inactive
a04713,low_activity
a15990,low_activity
a15685,low_activity
a30575,inactive
a05177,inactive
a08979,low_activity
a03824,low_activity
a18573,medium_activity_bidirectional
a23503,inactive
a09565,inactive
a20082,inactive
a06650,inactive
a30094,medium_activity_bidirectional
a19983,inactive
a04556,medium_activity_unidirectional
a18856,low_activity
a25809,inactive
a28846,inactive
a02047,low_activity
a26101,low_activity
a04322,low_activity
a02441,inactive
a03772,inactive
a31486,inactive
a16688,medium_activity_bidirectional
a29689,medium_activity_unidirectional
a20769,inactive
a24226,inactive
a31039,low_activity
a07025,low_activity
a05739,inactive
a28132,inactive
a17166,medium_activity_bidirectional
a07918,medium_activity_bidirectional
a07865,low_activity
a13913,low_activity
a09624,inactive
a06836,inactive
a09025,inactive
a07680,low_activity
a10507,medium_activity_bidirectional
a02555,inactive
a14402,inactive
a19401,inactive
a29290,inactive
a10307,inactive
a18671,low_activity
a10456,inactive
a12078,inactive
a16635,medium_activity_bidirectional
a31216,low_activity
a06987,inactive
a00878,medium_activity_bidirectional
a26993,inactive
a29824,medium_activity_bidirectional
a05386,medium_activity_unidirectional
a02582,inactive
a15282,medium_activity_bidirectional
a08306,low_activity
a08895,low_activity
a31101,low_activity
a26655,inactive
a27913,inactive
a17254,inactive
a23181,medium_activity_unidirectional
a26933,inactive
a28573,inactive
a22384,inactive
a26599,low_activity
a04260,inactive
a11802,inactive
a08327,inactive
a01920,low_activity
a09460,low_activity
a12878,medium_activity_unidirectional
a19973,inactive
a08178,inactive
a24072,inactive
a27268,low_activity
a16799,low_activity
a05090,inactive
a14729,low_activity
a23170,inactive
a01173,low_activity
a08885,low_activity
a10884,medium_activity_unidirectional
a13716,inactive
a24574,inactive
a23788,low_activity
a21474,low_activity
