account,volume_category
a27208,medium_volume
a13734,medium_volume
a21778,no_transactions
a01209,no_transactions
a09944,medium_volume
a09292,medium_volume
a31042,medium_volume
a02145,no_transactions
a19435,medium_volume
a21152,no_transactions
a18025,low_volume
a12897,medium_volume
a28733,medium_volume
a27532,medium_volume
a15061,no_transactions
a11080,no_transactions
a18923,low_volume
a06457,no_transactions
a27927,no_transactions
a21679,low_volume
a26480,medium_volume
a02339,no_transactions
a04036,low_volume
a25992,medium_volume
a00204,no_transactions
a00643,medium_volume
a09742,low_volume
a07611,no_transactions
a01211,no_transactions
a31282,no_transactions
a12516,medium_volume
a18967,medium_volume
a31258,no_transactions
a18578,medium_volume
a28524,low_volume
a08234,medium_volume
a06109,no_transactions
a08371,no_transactions
a26400,medium_volume
a28300,no_transactions
a07527,no_transactions
a00521,no_transactions
a21004,low_volume
a16062,no_transactions
a23655,no_transactions
a16113,medium_volume
a24158,no_transactions
a28427,low_volume
a26232,medium_volume
a02912,low_volume
a22510,no_transactions
a08705,no_transactions
a13935,medium_volume
a18998,medium_volume
a09537,low_volume
a14345,low_volume
a24678,low_volume
a01123,no_transactions
a08576,medium_volume
a20499,low_volume
a29866,low_volume
a20300,low_volume
a29105,low_volume
a01128,medium_volume
a12434,low_volume
a28794,low_volume
a21367,low_volume
a15406,no_transactions
a23775,no_transactions
a30728,medium_volume
a09564,no_transactions
a12351,medium_volume
a26896,no_transactions
a08480,no_transactions
a04410,no_transactions
a31102,medium_volume
a01878,no_transactions
a21261,low_volume
a16219,medium_volume
a02612,medium_volume
a04566,no_transactions
a24859,no_transactions
a01454,low_volume
a18562,low_volume
a17046,medium_volume
a09623,no_transactions
a12251,no_transactions
a17349,medium_volume
a08586,medium_volume
a03862,medium_volume
a07378,medium_volume
a17325,no_transactions
a15721,no_transactions
a21917,no_transactions
a05007,no_transactions
a28299,medium_volume
a00944,low_volume
a25782,low_volume
a28489,low_volume
a13665,no_transactions
a20216,no_transactions
a14770,medium_volume
a21841,low_volume
a03841,medium_volume
a18097,low_volume
a29850,medium_volume
a24222,low_volume
a22984,no_transactions
a28202,no_transactions
a23480,no_transactions
a13973,low_volume
a07007,low_volume
a05466,low_volume
a01478,low_volume
a10860,medium_volume
a20618,medium_volume
a11117,low_volume
a28176,no_transactions
a12352,no_transactions
a15776,no_transactions
a00907,low_volume
a22205,medium_volume
a07503,no_transactions
a15758,no_transactions
a14814,no_transactions
a00013,no_transactions
a19568,medium_volume
a03922,no_transactions
a16328,no_transactions
a05454,no_transactions
a20023,medium_volume
a20936,low_volume
a09212,low_volume
a03456,no_transactions
a31217,no_transactions
a31327,medium_volume
a05593,medium_volume
a06024,no_transactions
a22489,medium_volume
a27612,no_transactions
a12859,no_transactions
a27410,low_volume
a21619,no_transactions
a04569,medium_volume
a28697,no_transactions
a07176,low_volume
a07896,no_transactions
a03220,medium_volume
a25207,no_transactions
a23649,no_transactions
a20612,no_transactions
a03393,no_transactions
a29495,no_transactions
a16215,no_transactions
a21167,no_transactions
a17848,low_volume
a15969,low_volume
a04784,no_transactions
a12024,no_transactions
a10741,no_transactions
a08477,no_transactions
a09884,no_transactions
a28576,medium_volume
a00166,no_transactions
a12732,low_volume
a02494,medium_volume
a11629,medium_volume
a28129,medium_volume
a31230,no_transactions
a07243,low_volume
a17105,low_volume
a16235,medium_volume
a11741,no_transactions
a12743,no_transactions
a11327,no_transactions
a05381,no_transactions
a25253,no_transactions
a25155,no_transactions
a22902,no_transactions
a10078,low_volume
a06801,low_volume
a11880,medium_volume
a12658,no_transactions
a13786,low_volume
a13851,medium_volume
a24366,no_transactions
a21351,no_transactions
a27472,no_transactions
a12312,medium_volume
a18962,no_transactions
a27626,no_transactions
a15187,low_volume
a10705,medium_volume
a17754,medium_volume
a14601,low_volume
a14095,low_volume
a10280,medium_volume
a08455,medium_volume
a27500,medium_volume
a23384,low_volume
a19559,no_transactions
a22547,no_transactions
a30562,low_volume
a26971,low_volume
a00997,no_transactions
a03031,medium_volume
a28808,no_transactions
a03418,no_transactions
a26953,medium_volume
a30268,low_volume
a09129,no_transactions
a11279,medium_volume
a02442,medium_volume
a14310,no_transactions
a03617,medium_volume
a16940,low_volume
a17961,medium_volume
a23656,no_transactions
a29520,no_transactions
a18818,medium_volume
a24234,medium_volume
a21391,low_volume
a30802,medium_volume
a10898,no_transactions
a14058,no_transactions
a18989,low_volume
a14466,no_transactions
a04736,no_transactions
a00218,medium_volume
a01022,low_volume
a00441,medium_volume
a10904,low_volume
a17397,no_transactions
a09054,no_transactions
a31389,medium_volume
a11935,no_transactions
a23885,low_volume
a01067,no_transactions
a07648,medium_volume
a13169,low_volume
a11328,no_transactions
a14031,medium_volume
a18446,low_volume
a18783,no_transactions
a17308,low_volume
a15844,medium_volume
a26072,medium_volume
a06609,medium_volume
a00432,no_transactions
a00688,medium_volume
a06321,low_volume
a03829,low_volume
a22611,no_transactions
a08859,no_transactions
a17629,no_transactions
a28662,no_transactions
a10116,medium_volume
a16884,no_transactions
a07351,medium_volume
a06476,no_transactions
a08331,medium_volume
a19319,low_volume
a14658,no_transactions
a12326,no_transactions
a09089,medium_volume
a31380,no_transactions
a22357,no_transactions
a26898,no_transactions
a06148,low_volume
a13787,medium_volume
a30279,no_transactions
a03890,no_transactions
a26767,no_transactions
a28824,no_transactions
a30564,medium_volume
a18184,no_transactions
a21385,low_volume
a17939,no_transactions
a14886,no_transactions
a25101,low_volume
a11579,no_transactions
a27316,medium_volume
a08978,no_transactions
a15130,no_transactions
a00630,medium_volume
a13859,no_transactions
a29488,no_transactions
a07945,medium_volume
a15397,no_transactions
a16285,low_volume
a23437,medium_volume
a22578,no_transactions
a26272,low_volume
a22595,no_transactions
a14277,low_volume
a25084,medium_volume
a08558,no_transactions
a20579,no_transactions
a29212,no_transactions
a30659,medium_volume
a20541,no_transactions
a29744,no_transactions
a14577,low_volume
a04346,no_transactions
a20111,medium_volume
a23772,no_transactions
a15034,low_volume
a20777,no_transactions
a22492,medium_volume
a22682,medium_volume
a26581,medium_volume
a23055,no_transactions
a04721,no_transactions
a10213,medium_volume
a10375,medium_volume
a26056,medium_volume
a23197,no_transactions
a25621,no_transactions
a22581,no_transactions
a08571,no_transactions
a25079,medium_volume
a11572,medium_volume
a11486,medium_volume
a25219,medium_volume
a23567,low_volume
a10203,low_volume
a27146,no_transactions
a14778,no_transactions
a03470,no_transactions
a27953,no_transactions
a14656,medium_volume
a20147,no_transactions
a22162,no_transactions
a01990,no_transactions
a29904,medium_volume
a09662,medium_volume
a11256,low_volume
a19095,no_transactions
a24285,medium_volume
a28411,low_volume
a27254,low_volume
a25776,medium_volume
a17150,medium_volume
a16564,no_transactions
a09242,medium_volume
a13091,no_transactions
a26592,medium_volume
a18707,no_transactions
a08353,medium_volume
a00909,medium_volume
a18292,no_transactions
a20160,low_volume
a03313,no_transactions
a12994,no_transactions
a20077,no_transactions
a12523,low_volume
a03739,medium_volume
a23621,medium_volume
a09793,medium_volume
a13028,medium_volume
a30553,medium_volume
a18479,medium_volume
a02214,medium_volume
a11671,no_transactions
a24888,medium_volume
a10616,low_volume
a02769,no_transactions
a26040,medium_volume
a18324,no_transactions
a09697,no_transactions
a07293,no_transactions
a06084,medium_volume
a03360,high_volume
a26436,no_transactions
a22328,no_transactions
a13459,medium_volume
a01015,no_transactions
a23001,no_transactions
a13483,medium_volume
a16887,medium_volume
a15855,medium_volume
a24908,medium_volume
a04630,medium_volume
a02234,low_volume
a18315,low_volume
a14470,medium_volume
a26410,no_transactions
a25415,no_transactions
a18437,low_volume
a14917,medium_volume
a25913,no_transactions
a20327,medium_volume
a16754,low_volume
a27926,no_transactions
a20526,low_volume
a28069,low_volume
a07515,medium_volume
a07255,no_transactions
a18319,no_transactions
a02687,low_volume
a08881,no_transactions
a26219,medium_volume
a20740,low_volume
a04299,no_transactions
a27605,no_transactions
a14813,no_transactions
a17366,medium_volume
a21394,no_transactions
a03225,low_volume
a20200,low_volume
a19582,no_transactions
a27019,no_transactions
a30560,low_volume
a18709,medium_volume
a09131,low_volume
a29919,no_transactions
a26377,medium_volume
a11403,medium_volume
a20399,medium_volume
a23365,medium_volume
a29476,low_volume
a17533,medium_volume
a23904,low_volume
a20615,no_transactions
a16179,high_volume
a11491,low_volume
a17853,medium_volume
a24633,no_transactions
a21973,no_transactions
a07355,medium_volume
a10297,low_volume
a17435,low_volume
a20835,no_transactions
a10842,low_volume
a21246,no_transactions
a18416,low_volume
a25903,no_transactions
a04678,no_transactions
a19519,low_volume
a11239,no_transactions
a11293,medium_volume
a11015,medium_volume
a04600,no_transactions
a24669,low_volume
a06247,no_transactions
a03027,medium_volume
a02044,no_transactions
a04864,no_transactions
a28056,no_transactions
a00069,no_transactions
a10204,no_transactions
a12916,no_transactions
a05444,no_transactions
a02711,medium_volume
a22128,no_transactions
a14686,no_transactions
a10968,medium_volume
a17587,medium_volume
a12860,medium_volume
a27745,no_transactions
a08030,no_transactions
a22727,no_transactions
a15372,low_volume
a26878,no_transactions
a22010,no_transactions
a02260,no_transactions
a20212,no_transactions
a20898,medium_volume
a31149,medium_volume
a20814,medium_volume
a10922,no_transactions
a02836,no_transactions
a08652,no_transactions
a25752,no_transactions
a22130,no_transactions
a05166,low_volume
a15523,low_volume
a08354,medium_volume
a09447,no_transactions
a27435,no_transactions
a16464,low_volume
a26756,no_transactions
a05806,low_volume
a24561,medium_volume
a29083,medium_volume
a01764,no_transactions
a15267,low_volume
a12461,low_volume
a00333,medium_volume
a30773,no_transactions
a17279,low_volume
a08628,no_transactions
a09096,no_transactions
a08856,no_transactions
a24054,no_transactions
a28421,no_transactions
a09445,no_transactions
a00901,medium_volume
a19572,no_transactions
a26325,low_volume
a26462,medium_volume
a06558,no_transactions
a06588,medium_volume
a20293,no_transactions
a21813,no_transactions
a10023,low_volume
a14182,medium_volume
a07108,low_volume
a03585,medium_volume
a05707,no_transactions
a28869,no_transactions
a16588,no_transactions
a13421,low_volume
a27335,low_volume
a09808,medium_volume
a16561,low_volume
a25713,no_transactions
a12404,low_volume
a28970,no_transactions
a09172,no_transactions
a19103,medium_volume
a25525,medium_volume
a13577,low_volume
a06107,medium_volume
a17497,medium_volume
a21386,medium_volume
a23547,no_transactions
a03718,no_transactions
a00706,low_volume
a11971,low_volume
a03634,medium_volume
a30386,medium_volume
a30142,medium_volume
a01798,medium_volume
a10789,low_volume
a05071,no_transactions
a30503,medium_volume
a25386,no_transactions
a09421,medium_volume
a19832,no_transactions
a13115,no_transactions
a20897,no_transactions
a14223,medium_volume
a17526,medium_volume
a31357,low_volume
a19976,medium_volume
a01912,medium_volume
a26605,medium_volume
a22279,no_transactions
a24210,no_transactions
a17143,no_transactions
a07197,medium_volume
a14048,no_transactions
a23845,medium_volume
a26159,no_transactions
a20609,no_transactions
a22738,no_transactions
a24522,low_volume
a18326,no_transactions
a03604,no_transactions
a22362,no_transactions
a27658,no_transactions
a30172,no_transactions
a13261,medium_volume
a23244,medium_volume
a20561,no_transactions
a01523,no_transactions
a04902,low_volume
a19124,medium_volume
a19104,medium_volume
a03741,no_transactions
a15210,medium_volume
a23316,no_transactions
a26236,no_transactions
a28915,low_volume
a13414,no_transactions
a03707,medium_volume
a12215,medium_volume
a02932,medium_volume
a10621,medium_volume
a15419,low_volume
a19716,low_volume
a23432,no_transactions
a13267,no_transactions
a30607,no_transactions
a03196,low_volume
a21399,low_volume
a06226,no_transactions
a00093,medium_volume
a30068,medium_volume
a26449,no_transactions
a27294,no_transactions
a02712,no_transactions
a23526,low_volume
a29586,no_transactions
a30385,low_volume
a10447,no_transactions
a20976,no_transactions
a02817,medium_volume
a22971,medium_volume
a23476,medium_volume
a14209,medium_volume
a19377,low_volume
a27877,no_transactions
a23860,medium_volume
a19363,medium_volume
a19353,low_volume
a26614,no_transactions
a27061,low_volume
a22956,low_volume
a09207,medium_volume
a29000,no_transactions
a18348,no_transactions
a07784,medium_volume
a18512,medium_volume
a27122,medium_volume
a19266,low_volume
a21657,medium_volume
a25494,medium_volume
a07701,no_transactions
a03283,no_transactions
a09700,low_volume
a29335,low_volume
a17445,no_transactions
a18047,no_transactions
a15539,no_transactions
a25576,medium_volume
a00190,no_transactions
a25449,medium_volume
a03052,medium_volume
a02022,no_transactions
a26422,medium_volume
a02091,no_transactions
a12419,no_transactions
a06016,medium_volume
a24107,no_transactions
a22924,no_transactions
a26362,medium_volume
a13345,no_transactions
a11138,no_transactions
a05440,no_transactions
a21285,no_transactions
a16381,no_transactions
a02109,low_volume
a02033,no_transactions
a24582,no_transactions
a02051,medium_volume
a30202,no_transactions
a26021,no_transactions
a01616,medium_volume
a26034,low_volume
a23638,no_transactions
a24938,no_transactions
a03112,no_transactions
a11859,low_volume
a21932,low_volume
a24129,no_transactions
a07545,medium_volume
a10567,no_transactions
a16408,low_volume
a05073,no_transactions
a21805,low_volume
a16778,no_transactions
a11615,no_transactions
a03224,no_transactions
a18597,low_volume
a08305,medium_volume
a03262,medium_volume
a25478,medium_volume
a30733,medium_volume
a07812,medium_volume
a11142,low_volume
a07414,medium_volume
a03750,medium_volume
a13793,no_transactions
a29596,low_volume
a12021,no_transactions
a29531,no_transactions
a18151,no_transactions
a08603,medium_volume
a27660,medium_volume
a08408,medium_volume
a20855,no_transactions
a19158,low_volume
a17253,no_transactions
a06991,low_volume
a02271,medium_volume
a14199,no_transactions
a20866,no_transactions
a07697,no_transactions
a27668,low_volume
a30939,medium_volume
a23151,low_volume
a18884,medium_volume
a21923,medium_volume
a24501,medium_volume
a18908,medium_volume
a05062,low_volume
a10423,medium_volume
a07163,no_transactions
a02736,medium_volume
a08822,no_transactions
a05607,medium_volume
a25909,medium_volume
a28412,no_transactions
a17286,low_volume
a23460,no_transactions
a28499,no_transactions
a01923,no_transactions
a28646,no_transactions
a31430,medium_volume
a17359,low_volume
a23759,no_transactions
a20417,no_transactions
a12918,medium_volume
a15945,no_transactions
a27987,no_transactions
a18638,no_transactions
a24476,low_volume
a26038,no_transactions
a01297,no_transactions
a11020,no_transactions
a23863,no_transactions
a24051,medium_volume
a14795,medium_volume
a28375,no_transactions
a23195,low_volume
a04692,no_transactions
a08320,no_transactions
a18144,no_transactions
a25281,medium_volume
a21174,no_transactions
a20642,medium_volume
a19726,no_transactions
a18200,no_transactions
a05537,no_transactions
a12118,low_volume
a25608,low_volume
a04002,medium_volume
a11465,medium_volume
a18921,low_volume
a25122,no_transactions
a30040,low_volume
a16020,no_transactions
a03507,low_volume
a24620,medium_volume
a09080,medium_volume
a03222,medium_volume
a25053,medium_volume
a18874,no_transactions
a19461,medium_volume
a25247,no_transactions
a24898,medium_volume
a06419,no_transactions
a20550,no_transactions
a19273,medium_volume
a04616,medium_volume
a18259,low_volume
a28594,no_transactions
a07445,medium_volume
a11452,medium_volume
a03944,medium_volume
a03803,no_transactions
a02143,high_volume
a13418,low_volume
a21403,no_transactions
a09095,no_transactions
a31138,no_transactions
a29144,medium_volume
a03743,no_transactions
a25734,medium_volume
a05649,medium_volume
a14047,low_volume
a00458,medium_volume
a14185,no_transactions
a14922,no_transactions
a02423,low_volume
a17901,no_transactions
a10761,no_transactions
a01135,no_transactions
a26043,no_transactions
a08620,medium_volume
a10618,no_transactions
a20927,medium_volume
a11819,no_transactions
a26985,no_transactions
a24460,no_transactions
a14604,no_transactions
a31466,no_transactions
a07505,low_volume
a18417,medium_volume
a17819,medium_volume
a04578,no_transactions
a25490,no_transactions
a25143,no_transactions
a00479,no_transactions
a08944,medium_volume
a01445,no_transactions
a30746,medium_volume
a17760,no_transactions
a07198,no_transactions
a31475,low_volume
a16975,no_transactions
a17241,medium_volume
a26690,no_transactions
a27582,no_transactions
a17496,medium_volume
a13526,low_volume
a17272,no_transactions
a28442,low_volume
a04782,high_volume
a00628,low_volume
a28238,no_transactions
a19362,no_transactions
a10720,medium_volume
a11827,medium_volume
a16753,medium_volume
a29580,medium_volume
a08702,medium_volume
a21658,no_transactions
a26506,medium_volume
a01771,low_volume
a07968,low_volume
a25318,no_transactions
a27345,medium_volume
a24394,low_volume
a22140,low_volume
a05019,no_transactions
a30309,medium_volume
a21389,low_volume
a03562,medium_volume
a04679,medium_volume
a11976,no_transactions
a22657,low_volume
a23556,medium_volume
a06281,medium_volume
a12707,low_volume
a05424,medium_volume
a19636,no_transactions
a16599,medium_volume
a02443,no_transactions
a02732,no_transactions
a19219,medium_volume
a18891,low_volume
a16870,medium_volume
a18066,low_volume
a14978,low_volume
a15246,medium_volume
a22035,no_transactions
a23941,low_volume
a17506,low_volume
a00261,low_volume
a19316,medium_volume
a09215,low_volume
a03715,no_transactions
a30734,no_transactions
a18509,no_transactions
a27193,medium_volume
a08055,medium_volume
a08073,no_transactions
a23912,medium_volume
a31470,medium_volume
a12022,low_volume
a30525,no_transactions
a07707,no_transactions
a04891,no_transactions
a30820,low_volume
a27546,medium_volume
a04285,no_transactions
a19689,no_transactions
a25233,medium_volume
a05717,no_transactions
a00787,low_volume
a06903,no_transactions
a00537,no_transactions
a13746,low_volume
a11315,low_volume
a05445,no_transactions
a29444,no_transactions
a06768,medium_volume
a17237,no_transactions
a23963,medium_volume
a22189,low_volume
a26424,no_transactions
a12526,medium_volume
a18225,medium_volume
a26070,no_transactions
a27671,medium_volume
a04211,medium_volume
a21880,medium_volume
a26892,medium_volume
a29458,medium_volume
a01305,no_transactions
a21689,no_transactions
a20838,low_volume
a21304,low_volume
a00285,no_transactions
a14380,no_transactions
a12752,low_volume
a09970,medium_volume
a10762,low_volume
a08059,no_transactions
a04709,no_transactions
a21106,medium_volume
a20341,no_transactions
a03235,no_transactions
a15691,no_transactions
a01850,medium_volume
a29810,low_volume
a22392,no_transactions
a30950,no_transactions
a09411,medium_volume
a07314,medium_volume
a13542,medium_volume
a20784,medium_volume
a13723,medium_volume
a04427,no_transactions
a21185,low_volume
a22462,medium_volume
a05203,no_transactions
a20245,medium_volume
a20961,no_transactions
a10503,low_volume
a16908,low_volume
a15327,no_transactions
a20679,no_transactions
a15084,no_transactions
a03186,medium_volume
a07757,medium_volume
a29645,medium_volume
a07202,no_transactions
a09520,medium_volume
a06168,medium_volume
a08983,medium_volume
a02258,medium_volume
a15631,no_transactions
a01687,no_transactions
a12248,medium_volume
a19425,no_transactions
a07436,low_volume
a00205,no_transactions
a17304,medium_volume
a20373,no_transactions
a27829,no_transactions
a19987,medium_volume
a29701,no_transactions
a03284,low_volume
a04621,low_volume
a29888,medium_volume
a12738,low_volume
a20598,medium_volume
a00193,no_transactions
a17611,no_transactions
a24433,medium_volume
a17704,no_transactions
a01818,no_transactions
a22996,low_volume
a20555,no_transactions
a06698,no_transactions
a14698,low_volume
a08695,no_transactions
a04946,no_transactions
a29708,no_transactions
a26340,no_transactions
a19098,medium_volume
a23928,no_transactions
a13453,no_transactions
a24484,no_transactions
a03349,no_transactions
a18382,low_volume
a18668,no_transactions
a24912,no_transactions
a28214,medium_volume
a25656,medium_volume
a05634,no_transactions
a16444,no_transactions
a11298,no_transactions
a14712,no_transactions
a14236,low_volume
a20881,medium_volume
a15429,medium_volume
a27213,low_volume
a18804,medium_volume
a18963,no_transactions
a18977,no_transactions
a12313,medium_volume
a08201,no_transactions
a01375,medium_volume
a01012,no_transactions
a03677,no_transactions
a00220,low_volume
a17803,no_transactions
a02668,low_volume
a10342,no_transactions
a26306,no_transactions
a24503,no_transactions
a18099,low_volume
a24243,no_transactions
a27189,no_transactions
a16134,no_transactions
a26584,low_volume
a19094,no_transactions
a27701,no_transactions
a24842,no_transactions
a06706,no_transactions
a02651,low_volume
a05693,low_volume
a08293,medium_volume
a13180,medium_volume
a17524,medium_volume
a12402,medium_volume
a28806,no_transactions
a29692,no_transactions
a14634,low_volume
a16324,low_volume
a18480,no_transactions
a06193,no_transactions
a11891,medium_volume
a10820,medium_volume
a04575,low_volume
a27233,medium_volume
a12190,medium_volume
a12447,low_volume
a10919,no_transactions
a12733,no_transactions
a28266,low_volume
a05417,medium_volume
a20646,medium_volume
a17049,no_transactions
a03889,no_transactions
a06578,no_transactions
a04693,low_volume
a06512,medium_volume
a08466,low_volume
a20829,low_volume
a03557,low_volume
a16709,medium_volume
a01215,low_volume
a23815,medium_volume
a22894,low_volume
a08638,medium_volume
a03439,medium_volume
a25082,medium_volume
a29895,medium_volume
a21528,low_volume
a13626,no_transactions
a21482,low_volume
a27478,medium_volume
a13334,low_volume
a27158,no_transactions
a22975,medium_volume
a10075,no_transactions
a21836,low_volume
a20871,no_transactions
a02846,low_volume
a23967,medium_volume
a11956,no_transactions
a07971,low_volume
a02799,low_volume
a19583,medium_volume
a04005,low_volume
a12568,medium_volume
a14315,low_volume
a10718,no_transactions
a00993,medium_volume
a19675,low_volume
a30749,medium_volume
a01302,medium_volume
a08541,no_transactions
a09853,medium_volume
a16293,medium_volume
a28486,medium_volume
a26263,medium_volume
a25152,no_transactions
a06532,medium_volume
a11587,no_transactions
a16954,no_transactions
a10149,medium_volume
a27965,medium_volume
a17180,low_volume
a20586,no_transactions
a05872,medium_volume
a18293,medium_volume
a19529,low_volume
a29460,medium_volume
a24297,low_volume
a15352,low_volume
a22221,medium_volume
a20393,low_volume
a26992,low_volume
a24980,no_transactions
a28771,medium_volume
a01475,no_transactions
a21572,no_transactions
a21303,medium_volume
a22439,no_transactions
a03472,no_transactions
a03268,medium_volume
a01378,no_transactions
a10853,low_volume
a27541,low_volume
a11921,no_transactions
a28169,medium_volume
a14458,low_volume
a01672,medium_volume
a06730,no_transactions
a22325,no_transactions
a20741,no_transactions
a10908,no_transactions
a13912,no_transactions
a15304,low_volume
a16431,low_volume
a12243,no_transactions
a24764,medium_volume
a24955,medium_volume
a26295,no_transactions
a00527,no_transactions
a24610,no_transactions
a28741,no_transactions
a28404,no_transactions
a02184,no_transactions
a09311,no_transactions
a11731,no_transactions
a07774,no_transactions
a22217,no_transactions
a12962,no_transactions
a28358,no_transactions
a02056,medium_volume
a26934,medium_volume
a23660,low_volume
a30140,medium_volume
a06030,low_volume
a28341,no_transactions
a14326,medium_volume
a17771,no_transactions
a12324,no_transactions
a20227,low_volume
a11048,no_transactions
a18171,medium_volume
a17463,low_volume
a05161,medium_volume
a24255,low_volume
a27752,no_transactions
a05786,no_transactions
a25156,low_volume
a26711,no_transactions
a18687,no_transactions
a16651,medium_volume
a16647,no_transactions
a17082,no_transactions
a29225,medium_volume
a07109,no_transactions
a09657,medium_volume
a04912,no_transactions
a10331,low_volume
a01941,no_transactions
a22298,no_transactions
a15564,no_transactions
a01359,no_transactions
a10226,low_volume
a04424,medium_volume
a11890,low_volume
a09214,no_transactions
a17774,medium_volume
a14348,low_volume
a27103,medium_volume
a28537,medium_volume
a02647,no_transactions
a30978,no_transactions
a26055,no_transactions
a03689,low_volume
a26208,no_transactions
a25183,no_transactions
a00207,no_transactions
a24798,no_transactions
a13813,no_transactions
a18536,no_transactions
a07859,no_transactions
a02400,medium_volume
a27977,no_transactions
a01262,no_transactions
a19899,low_volume
a15403,no_transactions
a03428,low_volume
a09070,no_transactions
a19201,no_transactions
a04328,no_transactions
a28716,no_transactions
a30899,no_transactions
a18769,no_transactions
a20473,low_volume
a13009,medium_volume
a00316,no_transactions
a12409,no_transactions
a01872,no_transactions
a13088,medium_volume
a27449,medium_volume
a17188,no_transactions
a08414,no_transactions
a13321,medium_volume
a23636,medium_volume
a15591,no_transactions
a08322,no_transactions
a14594,no_transactions
a06857,medium_volume
a06214,no_transactions
a21709,low_volume
a12496,medium_volume
a02879,no_transactions
a01600,no_transactions
a00999,low_volume
a15054,medium_volume
a11815,no_transactions
a01124,no_transactions
a16149,low_volume
a23578,medium_volume
a20614,no_transactions
a29752,low_volume
a06529,medium_volume
a11573,no_transactions
a12574,no_transactions
a23610,no_transactions
a00401,medium_volume
a04280,low_volume
a09727,medium_volume
a25362,no_transactions
a18197,low_volume
a28966,medium_volume
a28248,medium_volume
a17872,medium_volume
a12987,low_volume
a21225,low_volume
a04875,low_volume
a10453,no_transactions
a16492,no_transactions
a24504,medium_volume
a06533,low_volume
a03785,no_transactions
a04193,no_transactions
a20294,no_transactions
a30433,medium_volume
a10980,low_volume
a22769,no_transactions
a03733,medium_volume
a24683,medium_volume
a06819,low_volume
a11674,low_volume
a27895,low_volume
a27817,no_transactions
a24008,no_transactions
a02185,no_transactions
a27171,no_transactions
a25868,medium_volume
a03251,no_transactions
a12123,no_transactions
a31107,low_volume
a27015,medium_volume
a03474,no_transactions
a30149,low_volume
a22436,medium_volume
a04330,low_volume
a30266,no_transactions
a24412,low_volume
a30359,no_transactions
a30107,medium_volume
a25251,no_transactions
a07156,medium_volume
a21161,no_transactions
a14316,no_transactions
a29071,medium_volume
a29936,no_transactions
a18751,no_transactions
a05848,medium_volume
a23020,no_transactions
a04548,no_transactions
a01816,medium_volume
a30514,medium_volume
a12406,medium_volume
a28074,medium_volume
a19452,medium_volume
a28417,medium_volume
a22658,low_volume
a23080,medium_volume
a30872,medium_volume
a16389,no_transactions
a02301,no_transactions
a11216,medium_volume
a11964,low_volume
a18503,no_transactions
a21781,low_volume
a28749,no_transactions
a30166,medium_volume
a25198,medium_volume
a07265,no_transactions
a19172,no_transactions
a12374,no_transactions
a00947,low_volume
a03994,low_volume
a11017,no_transactions
a03561,no_transactions
a09233,no_transactions
a14796,no_transactions
a06523,medium_volume
a09666,medium_volume
a30017,no_transactions
a11068,low_volume
a25954,no_transactions
a12071,no_transactions
a03493,medium_volume
a30541,no_transactions
a29449,no_transactions
a06253,low_volume
a19576,medium_volume
a30211,no_transactions
a20607,medium_volume
a15610,no_transactions
a14386,medium_volume
a26887,medium_volume
a04469,medium_volume
a14607,medium_volume
a01800,no_transactions
a26624,medium_volume
a18098,medium_volume
a15463,no_transactions
a10131,low_volume
a26986,low_volume
a14068,no_transactions
a15080,no_transactions
a14541,low_volume
a20441,low_volume
a14082,no_transactions
a20912,medium_volume
a28335,no_transactions
a09953,medium_volume
a15190,no_transactions
a13984,no_transactions
a09670,no_transactions
a04793,medium_volume
a08801,low_volume
a15716,no_transactions
a16360,no_transactions
a01439,medium_volume
a11595,no_transactions
a10604,no_transactions
a10940,medium_volume
a11682,no_transactions
a14533,no_transactions
a27518,medium_volume
a04314,no_transactions
a02965,no_transactions
a29324,no_transactions
a23823,no_transactions
a19162,medium_volume
a11429,no_transactions
a12765,medium_volume
a01312,no_transactions
a14558,low_volume
a24034,low_volume
a26279,low_volume
a28096,medium_volume
a09652,medium_volume
a06050,no_transactions
a19678,medium_volume
a24996,no_transactions
a00544,no_transactions
a25519,no_transactions
a19115,medium_volume
a21967,low_volume
a20620,medium_volume
a27859,medium_volume
a27961,medium_volume
a26595,medium_volume
a15041,no_transactions
a13686,low_volume
a14854,low_volume
a24954,low_volume
a20434,medium_volume
a12511,no_transactions
a04431,low_volume
a26837,low_volume
a20344,medium_volume
a01665,no_transactions
a19400,no_transactions
a19697,no_transactions
a05086,medium_volume
a15999,no_transactions
a22386,no_transactions
a21468,no_transactions
a18767,no_transactions
a02576,no_transactions
a00827,no_transactions
a06865,no_transactions
a29025,medium_volume
a25167,no_transactions
a11826,no_transactions
a04603,low_volume
a21393,no_transactions
a22614,no_transactions
a18705,no_transactions
a01047,no_transactions
a03478,medium_volume
a17169,no_transactions
a11604,no_transactions
a01086,no_transactions
a24626,no_transactions
a19372,no_transactions
a20852,medium_volume
a16153,no_transactions
a12396,no_transactions
a26220,low_volume
a23135,no_transactions
a15981,no_transactions
a30949,low_volume
a29563,medium_volume
a25382,no_transactions
a29331,no_transactions
a21000,no_transactions
a30321,medium_volume
a30628,medium_volume
a23275,medium_volume
a05407,medium_volume
a24686,no_transactions
a02583,no_transactions
a31300,no_transactions
a15878,no_transactions
a20030,no_transactions
a20291,no_transactions
a25316,medium_volume
a07394,no_transactions
